Id,PostId,Score,RevisionGUID,CreationDate,UserId,Comment,Revision,RollbackTo,Reason1,Reason2,Reason3,Reason4,PostData(Before),PostData(After)
35749859,88211,2,1246d9da-0b14-4fab-87f9-9b67ad75cf16,2013-02-10 4:20,1765,Rollback to [6ec4523c-5dd3-4940-940b-002ff91a9b6d],4,2,Undesired Text Remove,,,,"<div class=""post-text"">
                <p> <span class=""diff-delete"">Then</span> I can solidify 2 more ticks on the Joel test. </p>

<p> I've implemented build automation using a makefile and a python script already and I understand the basics and the options. </p>

<p> But how can I, the new guy who reads the blogs, convince my cohort of its inherent efficacy?</p>

            </div>","<div class=""post-text"">
                <p> <span class=""diff-add"">The title should say it all, then</span> I can solidify 2 more ticks on the Joel test. </p>

<p> I've implemented build automation using a makefile and a python script already and I understand the basics and the options. </p>

<p> But how can I, the new guy who reads the blogs, convince my cohort of its inherent efficacy?</p>

            </div>"
149413344,89051,4,6beff5e9-7142-4e64-8aa2-c6c7328c4db6,2017-06-15 7:51,9021,Rollback to [64beda7d-a257-4134-a5a6-a45dfd6186db],4,2,Undesired Text Formatting,,,,"<div class=""post-text"">
                    <h1><span class=""title-diff""> Queuing actions (not effects) to execute after an amount of time</span></h1>
                <p> What I'd like to know is if there is a nice way to queue jQuery functions to execute after a set amount of time. This wouldn't pause the execution of other functions, just the ones following in the chain. Perhaps an example of what I'd envisage it would look like would illustrate:</p>

<pre class=""default prettyprint prettyprinted"" style=""""><code><span class=""pln"">$</span><span class=""pun"">(</span><span class=""str"">'#alert'</span><span class=""pun"">)</span><span class=""pln"">
    </span><span class=""pun"">.</span><span class=""pln"">show</span><span class=""pun"">()</span><span class=""pln"">
    </span><span class=""pun"">.</span><span class=""pln"">wait</span><span class=""pun"">(</span><span class=""lit"">5000</span><span class=""pun"">)</span><span class=""pln"">    </span><span class=""com"">// &lt;-- this bit</span><span class=""pln"">
    </span><span class=""pun"">.</span><span class=""pln"">hide</span><span class=""pun"">()</span><span class=""pln"">
</span><span class=""pun"">;</span></code></pre>

<p> I know that it's possible by using <code><span class=""diff-delete"">timeouts</span></code>, but it seems like that's a messy way to do it, especially compared to the above example (if it were real).</p>

<p> So, is something like this already built-in to jQuery, and if not, what is the best way to emulate it?</p>

            </div>","<div class=""post-text"">
                    <h1><span class=""title-diff""> Queuing actions (not effects) to execute after an amount of time<span class=""diff-add"">.</span></span></h1>
                <p> What I'd like to know is if there is a nice way to queue jQuery functions to execute after a set amount of time. This wouldn't pause the execution of other functions, just the ones following in the chain. Perhaps an example of what I'd envisage it would look like would illustrate:</p>

<pre class=""default prettyprint prettyprinted"" style=""""><code><span class=""pln"">$</span><span class=""pun"">(</span><span class=""str"">'#alert'</span><span class=""pun"">)</span><span class=""pln"">
    </span><span class=""pun"">.</span><span class=""pln"">show</span><span class=""pun"">()</span><span class=""pln"">
    </span><span class=""pun"">.</span><span class=""pln"">wait</span><span class=""pun"">(</span><span class=""lit"">5000</span><span class=""pun"">)</span><span class=""pln"">    </span><span class=""com"">// &lt;-- this bit</span><span class=""pln"">
    </span><span class=""pun"">.</span><span class=""pln"">hide</span><span class=""pun"">()</span><span class=""pln"">
</span><span class=""pun"">;</span></code></pre>

<p> I know that it's possible by using <span class=""diff-add"">timeouts</span>, but it seems like that's a messy way to do it, especially compared to the above example (if it were real).</p>

<p> So, is something like this already built-in to jQuery, and if not, what is the best way to emulate it?</p>

            </div>"
1158933,89791,15,fceff577-5ec0-4a85-9b2c-54af146a585d,2008-09-18 7:05,3146,Rollback to [EF881725-6488-4EC6-A190-AEC5A5FD5BA2],5,3,Emotion Add,Ref Mod,,,"<div class=""post-text"">
                <p> When I start my process from VS, it is always created inside a job object. I would like to know how to turn this behaviour off. Any ideas?</p>

<p> I expect that it is created in a job object to be debugged. I want to place my program in a different job object.</p>

<p> It's not the hosting process. I'm talking about a <a href=""http://msdn.microsoft.com/en-us/library/ms684161(VS.85).aspx"" rel=""nofollow noreferrer"">Job Object</a>. This is an unmanaged C++ application.</p><span class=""diff-delete"">

</span><p><span class=""diff-delete""> Please do not vote up </span><a href=""http://stackoverflow.com/questions/89791/how-to-stop-the-visual-studio-debugger-starting-my-process-in-a-job-object#89818""><span class=""diff-delete"">the answer by sphereinabox</span></a><span class=""diff-delete"">. It is plainly the wrong answer.</span></p>

            </div>","<div class=""post-text"">
                <p> When I start my process from VS, it is always created inside a job object. I would like to know how to turn this behaviour off. Any ideas?</p>

<p> I expect that it is created in a job object to be debugged. I want to place my program in a different job object.</p>

<p> It's not the hosting process. I'm talking about a <a href=""http://msdn.microsoft.com/en-us/library/ms684161(VS.85).aspx"" rel=""nofollow noreferrer"">Job Object</a>. This is an unmanaged C++ application.</p>

            </div>"
532870,90325,3,8deeb1d8-5297-4233-a143-a3949c38ddda,2008-09-18 7:37,17258,Rollback to [6ADB6C1E-C07E-41B2-8988-49527C1E05B5],2,1,,,,Status add/remove,"<div class=""post-text"">
                <p> we all writing code for single processor.
i wonder when we all are able to write code on multi processors?</p>

<p> what do we need (software tools, logic, algorithms) for this switching?</p>

            </div>","<div class=""post-text"">
                <p> we all writing code for single processor.
i wonder when we all are able to write code on multi processors?</p>

<p> what do we need (software tools, logic, algorithms) for this switching?</p><span class=""diff-add"">

</span><p><span class=""diff-add""> edit: in my view, as we do many task parallely, same way we need to convert those real life solutions(algorithms) to computer lang. just as OOPs coding did for procedural coding. OOPs is more real life coding style than procedural one. so i hope for that kind of solutions. </span></p>

            </div>"
312001,91110,32,14fe078b-be8a-4d77-ba27-2cce8662e619,2008-10-16 0:17,6899,Rollback to [1EE5AF3C-9B75-4C53-A91B-79EA8909168E],6,4,Incorret Text Change,,,,"<div class=""post-text"">
                <p> How to match a single quote in sed if the expression is enclosed in single quotes:</p>

<pre class=""lang-sh prettyprint prettyprinted"" style=""""><code><span class=""pln"">sed </span><span class=""pun"">-</span><span class=""pln"">e </span><span class=""str"">'...'</span></code></pre>

<p> For example need to match<span class=""diff-delete""> this</span> this text:</p>

<pre class=""lang-sh prettyprint prettyprinted"" style=""""><code><span class=""str"">'foo'</span></code></pre>

            </div>","<div class=""post-text"">
                <p> How to match a single quote in sed if the expression is enclosed in single quotes:</p>

<pre class=""lang-sh prettyprint prettyprinted"" style=""""><code><span class=""pln"">sed </span><span class=""pun"">-</span><span class=""pln"">e </span><span class=""str"">'...'</span></code></pre>

<p> For example need to match this text:</p>

<pre class=""lang-sh prettyprint prettyprinted"" style=""""><code><span class=""str"">'foo'</span></code></pre>

            </div>"
19521549,91362,929,2a3e4c33-0a1e-405d-b221-7f1ceb4c57ac,2011-12-29 13:57,4685,Rollback to [9107bb0a-fd34-4544-a2f0-89fd4e51d2d4],4,2,,Incorret Text Change,,Undesired Code Change,"<div class=""post-text"">
                <p> How can brackets be escaped in a C# format string so, something like :</p>

<pre><code>String val = ""1,2,3""
String.Format(<span class=""diff-delete"">""foo</span> {{0}}"", val); 
</code></pre>

<p> doesn't throw a parse exception but actually outputs the string <code><span class=""diff-delete"">foo {0}</span></code><span class=""diff-delete"">.</span></p>

<p> Is there a way to escape the brackets or should a workaround be used<span class=""diff-delete"">?</span></p>

            </div>","<div class=""post-text"">
                <p> How can brackets be escaped in a C# format string so, something like :</p>

<pre><code>String val = ""1,2,3""
String.Format(<span class=""diff-add"">"" foo</span> {{0}}"", val); 
</code></pre>

<p> doesn't throw a parse exception but actually outputs the string<span class=""diff-add""> "" foo</span> <span class=""diff-add"">{1,2,3}"" </span></p>

<p> Is there a way to escape the brackets or should a workaround be used<span class=""diff-add"">.</span></p>

            </div>"
30150500,93539,323,ff29f3d9-5d63-4fbc-9da0-bdddf07fe7d2,2012-10-07 14:08,1782,Rollback to [0004a894-d46d-4caf-b98e-6901f0728829],3,1,Undesired Text Change,,,,"<div class=""post-text"">
                    <h1><span class=""title-diff""> What is the difference between <span class=""diff-delete"">logical view</span> and <span class=""diff-delete"">usecase view</span> in <span class=""diff-delete"">OOMD</span>?</span></h1>
                <p> What is the difference between <span class=""diff-delete"">logical view</span> and <span class=""diff-delete"">usecase view</span> in <span class=""diff-delete"">OOMD</span>?</p>

            </div>","<div class=""post-text"">
                    <h1><span class=""title-diff""> What is the difference between <span class=""diff-add"">Views</span> and <span class=""diff-add"">Materialized Views</span> in <span class=""diff-add"">Oracle</span>?</span></h1>
                <p> What is the difference between <span class=""diff-add"">Views</span> and <span class=""diff-add"">Materialized Views</span> in <span class=""diff-add"">Oracle</span>?</p>

            </div>"
829194,93664,3,83c6c702-3632-479d-803e-ed6e3144aa6b,2009-02-01 4:12,419,Rollback to [066B5918-72B1-4DC2-A501-185BDCEED7F9],5,3,Undesired Text Remove,,,,,
66109941,94591,1388,b2d820bc-8938-4dc4-8dba-e857ec50bbdb,2014-05-28 14:09,4482,Rollback to [e79cb952-7f36-4924-b0ee-9a5c73c0fd32] - Reverted back to original text. Really useless wordsmithing.,6,4,Undesired Text Change,,,,"<div class=""post-text"">
                    <h1><span class=""title-diff""><span class=""diff-delete""> How can I remember what</span> the maximum value <span class=""diff-delete"">of</span> a <span class=""diff-delete"">signed 32-bit integer is</span>?</span></h1>
                <p> I can never remember <span class=""diff-delete"">it</span>. <span class=""diff-delete"">Is there</span> a memory rule<span class=""diff-delete""> or something?</span></p>

            </div>","<div class=""post-text"">
                    <h1><span class=""title-diff""><span class=""diff-add""> What is</span> the maximum value <span class=""diff-add"">for</span> a <span class=""diff-add"">int32</span>?</span></h1>
                <p> I can never remember <span class=""diff-add"">that number</span>. <span class=""diff-add"">I need</span> a memory rule<span class=""diff-add"">.</span></p>

            </div>"
821197,94906,21,9e7b0b85-881c-4e26-b1bd-3b69b152e7e8,2009-01-30 15:11,8409,Rollback to [55CE130D-BC8D-49C1-B8A3-C95E28283735],4,2,Undesired Text Addition,,,,"<div class=""post-text"">
                <p> I'm running a SQL query on SQL Server 2005, and in addition to 2 columns being queried from the database, I'd also like to return 1 column of random numbers along with them. I tried this:</p>

<pre class=""lang-sql prettyprint prettyprinted"" style=""""><code><span class=""kwd"">select</span><span class=""pln""> column1</span><span class=""pun"">,</span><span class=""pln""> column2</span><span class=""pun"">,</span><span class=""pln""> floor</span><span class=""pun"">(</span><span class=""pln"">rand</span><span class=""pun"">()</span><span class=""pln""> </span><span class=""pun"">*</span><span class=""pln""> </span><span class=""lit"">10000</span><span class=""pun"">)</span><span class=""pln""> </span><span class=""kwd"">as</span><span class=""pln""> column3 </span><span class=""kwd"">from</span><span class=""pln""> table1</span></code></pre>

<p>...which kinda works, but the problem is that this query returns the same random number on every row. It's a different number each time you run the query, but it doesn't vary from row to row. How can I do this and get a new random number for each row?</p><span class=""diff-delete"">

</span><p><strong><span class=""diff-delete"">WARNING</span></strong><span class=""diff-delete"">
The answer marked correct on this question is </span><a href=""http://stackoverflow.com/questions/94906/how-do-i-return-random-numbers-as-a-column-in-sql-server-2005/493703#493703""><span class=""diff-delete"">very inefficient</span></a><span class=""diff-delete"">.</span></p>

            </div>","<div class=""post-text"">
                <p> I'm running a SQL query on SQL Server 2005, and in addition to 2 columns being queried from the database, I'd also like to return 1 column of random numbers along with them. I tried this:</p>

<pre class=""lang-sql prettyprint prettyprinted"" style=""""><code><span class=""kwd"">select</span><span class=""pln""> column1</span><span class=""pun"">,</span><span class=""pln""> column2</span><span class=""pun"">,</span><span class=""pln""> floor</span><span class=""pun"">(</span><span class=""pln"">rand</span><span class=""pun"">()</span><span class=""pln""> </span><span class=""pun"">*</span><span class=""pln""> </span><span class=""lit"">10000</span><span class=""pun"">)</span><span class=""pln""> </span><span class=""kwd"">as</span><span class=""pln""> column3 </span><span class=""kwd"">from</span><span class=""pln""> table1</span></code></pre>

<p>...which kinda works, but the problem is that this query returns the same random number on every row. It's a different number each time you run the query, but it doesn't vary from row to row. How can I do this and get a new random number for each row?</p>

            </div>"
36036043,96463,1,56486c30-eb1e-493b-9369-e8250074bd7d,2013-02-15 17:15,13281,Rollback to [05aaac8f-be84-429e-b0a6-354b89a7d37c] - Rollback as the code might be useful to someone if they're having a similar problem.,5,3,,Undesired Text Remove,,Status add/remove,"<div class=""post-text"">
                <p> How do you access the response from the Request<span class=""diff-delete""> object</span> in MooTools?<span class=""diff-delete""> </span></p><span class=""diff-delete"">

</span><p><span class=""diff-delete"">&nbsp;</span> I've been looking at the documentation and the MooTorial, but
I can't seem to make any headway. Other Ajax stuff I've done with
MooTools I haven't had to manipulate the response at all, so I've just
been able to inject it straight into the document, but now I need to
make some changes to it first. </p>

            </div>","<div class=""post-text"">
                <p> How do you access the response from the Request<span class=""diff-add"">
object</span> in MooTools? I've been looking at the documentation and the MooTorial, but
I can't seem to make any headway. Other Ajax stuff I've done with
MooTools I haven't had to manipulate the response at all, so I've just
been able to inject it straight into the document, but now I need to
make some changes to it first. <span class=""diff-add"">I don't want to alert the response, I'd like to access it so I can make further changes to it. Any help would be greatly appreciated.
Thanks.</span></p><span class=""diff-add"">

</span><p><span class=""diff-add""> Edit:</span></p><span class=""diff-add"">

</span><p><span class=""diff-add""> I'd like to be able to access
the response after the request has already been made, preferably
outside of the Request object. It's for an RSS reader, so I need to do
some parsing and Request is just being used to get the feed from a
server file. This function is a method in a class, which should return
the response in a string, but it isn't returning anything but
undefined:</span></p><span class=""diff-add"">

</span><pre class=""default prettyprint prettyprinted"" style=""""><code><span class=""diff-add""><span class=""pln"">        fetch</span><span class=""pun"">:</span><span class=""pln""> </span><span class=""kwd"">function</span><span class=""pun"">(</span><span class=""pln"">site</span><span class=""pun"">){</span><span class=""pln"">
                </span><span class=""kwd"">var</span><span class=""pln""> feed</span><span class=""pun"">;</span><span class=""pln"">
                </span><span class=""kwd"">var</span><span class=""pln""> req </span><span class=""pun"">=</span><span class=""pln""> </span><span class=""kwd"">new</span><span class=""pln""> </span><span class=""typ"">Request</span><span class=""pun"">({</span><span class=""pln"">
                        method</span><span class=""pun"">:</span><span class=""pln""> </span><span class=""kwd"">this</span><span class=""pun"">.</span><span class=""pln"">options</span><span class=""pun"">.</span><span class=""pln"">method</span><span class=""pun"">,</span><span class=""pln"">
                        url</span><span class=""pun"">:</span><span class=""pln""> </span><span class=""kwd"">this</span><span class=""pun"">.</span><span class=""pln"">options</span><span class=""pun"">.</span><span class=""pln"">rssFetchPath</span><span class=""pun"">,</span><span class=""pln"">
                        data</span><span class=""pun"">:</span><span class=""pln""> </span><span class=""pun"">{</span><span class=""pln""> </span><span class=""str"">'url'</span><span class=""pln""> </span><span class=""pun"">:</span><span class=""pln""> site </span><span class=""pun"">},</span><span class=""pln"">
            onRequest</span><span class=""pun"">:</span><span class=""pln""> </span><span class=""kwd"">function</span><span class=""pun"">()</span><span class=""pln""> </span><span class=""pun"">{</span><span class=""pln"">
                                </span><span class=""kwd"">if</span><span class=""pln""> </span><span class=""pun"">(</span><span class=""kwd"">this</span><span class=""pun"">.</span><span class=""pln"">options</span><span class=""pun"">.</span><span class=""pln"">targetId</span><span class=""pun"">)</span><span class=""pln""> </span><span class=""pun"">{</span><span class=""pln""> $
</span><span class=""pun"">(</span><span class=""kwd"">this</span><span class=""pun"">.</span><span class=""pln"">options</span><span class=""pun"">.</span><span class=""pln"">targetId</span><span class=""pun"">).</span><span class=""pln"">setProperty</span><span class=""pun"">(</span><span class=""str"">'html'</span><span class=""pun"">,</span><span class=""pln"">
</span><span class=""kwd"">this</span><span class=""pun"">.</span><span class=""pln"">options</span><span class=""pun"">.</span><span class=""pln"">onRequestMessage</span><span class=""pun"">);</span><span class=""pln""> </span><span class=""pun"">}</span><span class=""pln"">
                        </span><span class=""pun"">}.</span><span class=""pln"">bind</span><span class=""pun"">(</span><span class=""kwd"">this</span><span class=""pun"">),</span><span class=""pln"">
                        onSuccess</span><span class=""pun"">:</span><span class=""pln""> </span><span class=""kwd"">function</span><span class=""pun"">(</span><span class=""pln"">responseText</span><span class=""pun"">)</span><span class=""pln""> </span><span class=""pun"">{</span><span class=""pln"">
                                feed </span><span class=""pun"">=</span><span class=""pln""> responseText</span><span class=""pun"">;</span><span class=""pln"">
                        </span><span class=""pun"">}</span><span class=""pln"">
                </span><span class=""pun"">});</span><span class=""pln"">
                req</span><span class=""pun"">.</span><span class=""pln"">send</span><span class=""pun"">();</span><span class=""pln"">
                </span><span class=""kwd"">return</span><span class=""pln""> feed</span><span class=""pun"">;</span><span class=""pln"">
        </span><span class=""pun"">}</span><span class=""pln""> </span></span></code></pre>

            </div>"
136036563,97197,1457,6a6c77c3-9510-482c-92c2-d3114cf80216,2017-01-15 15:02,1709587,Rollback to [058246fb-f601-4f9c-a1aa-56d3031c7395],5,3,Undesired Text Change,,,,"<div class=""post-text"">
                    <h1><span class=""title-diff""> What is the n+1 selects <span class=""diff-delete"">issue</span>?</span></h1>
                <p> The problem is often mentioned in <span class=""diff-delete"">object</span>-<span class=""diff-delete"">relation mapping</span> discussions, and I understand that it has something do to with having to make a lot of database queries for something that seems simple in the object world.</p>

<p> Does anybody have a more detailed<span class=""diff-delete"">--</span>but simple<span class=""diff-delete"">--explanation</span> of the problem?</p>

            </div>","<div class=""post-text"">
                    <h1><span class=""title-diff""> What is the n+1 selects <span class=""diff-add"">problem</span>?</span></h1>
                <p> The problem is often mentioned in <span class=""diff-add"">O/R</span>-<span class=""diff-add"">mapping</span> discussions, and I understand that it has something do to with having to make a lot of database queries for something that seems simple in the object world.</p>

<p> Does anybody have a more detailed<span class=""diff-add""> (</span>but simple<span class=""diff-add"">!) explanation</span> of the problem?</p>

            </div>"
4379470,97459,151,8bd9ab34-8708-4964-adc0-161f660b348c,2010-01-30 15:31,536,Rollback to [3ff1461c-4e16-4dbc-81da-798794672ac3],6,4,Undesired Text Change,,,,"<div class=""post-text"">
                    <h1><span class=""title-diff""> Automatically select all text on focus in <span class=""diff-delete"">Windows Forms</span> TextBox</span></h1>
                <p> When a C# <span class=""diff-delete"">Windows Forms</span> text box receives focus, I want to select all the text in the textbox.</p>

<p> To see what I mean, click in your web browser's address bar. See how all text was selected? I want to do that.</p>

<p><strong>FASTEST GUN ALERT: please read the following before answering!</strong> Thanks guys<span class=""diff-delete"">/gals</span>. :-)</p>

<blockquote>
  <p> Calling <strong>.SelectAll() during
  the .Enter or .GotFocus events won't
  work</strong> because if the user clicked the
  textbox, the caret will be placed
  where he<span class=""diff-delete"">/she</span> clicked, thus deselecting all
  text.</p>
  
  <p> Also, <strong>calling .SelectAll() during the .Click event won't work</strong> because the user won't be able to select any text with the mouse; the .SelectAll() call will keep overwriting the user's text selection.</p>
</blockquote>

            </div>","<div class=""post-text"">
                    <h1><span class=""title-diff""> Automatically select all text on focus in <span class=""diff-add"">WinForms</span> TextBox</span></h1>
                <p> When a C# <span class=""diff-add"">WinForms</span> text box receives focus, I want to select all the text in the textbox.</p>

<p> To see what I mean, click in your web browser's address bar. See how all text was selected? I want to do that.</p>

<p><strong>FASTEST GUN ALERT: please read the following before answering!</strong> Thanks guys. :-)</p>

<blockquote>
  <p> Calling <strong>.SelectAll() during
  the .Enter or .GotFocus events won't
  work</strong> because if the user clicked the
  textbox, the caret will be placed
  where he clicked, thus deselecting all
  text.</p>
  
  <p> Also, <strong>calling .SelectAll() during the .Click event won't work</strong> because the user won't be able to select any text with the mouse; the .SelectAll() call will keep overwriting the user's text selection.<span class=""diff-add"">
  )</span></p>
</blockquote>

            </div>"
141275229,98650,741,9a1c58da-b41f-45db-9746-4d1b238e74be,2017-03-22 16:24,426671,Rollback to [26d879db-b982-4eed-b37c-1252c08d5d04],8,6,Undesired Text Change,,,,"<div class=""post-text"">
                <p> When asking about <a href=""http://stackoverflow.com/questions/98340/what-are-the-common-undefinedunspecified-behavior-for-c-that-you-run-into"">common undefined behavior in C</a>, souls more enlightened than I referred to the strict aliasing rule.<span class=""diff-delete"">нннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннн  нннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннннн</span>
What are they talking about?</p>

            </div>","<div class=""post-text"">
                <p> When asking about <a href=""http://stackoverflow.com/questions/98340/what-are-the-common-undefinedunspecified-behavior-for-c-that-you-run-into"">common undefined behavior in C</a>, souls more enlightened than I referred to the strict aliasing rule.<span class=""diff-add"">&nbsp;</span><br>
What are they talking about?</p>

            </div>"
58524787,100003,5200,99aee154-6fb9-4799-8dcb-4198260c9806,2014-02-20 14:28,9951,Rollback to [43fb0e6c-4379-4747-9228-0f7acfc708f7],10,8,Undesired Text Remove,,,,"<div class=""post-text"">
                <p> <span class=""diff-delete"">What</span> are metaclasses? What do you use them for? Concrete examples<span class=""diff-delete""> would</span> much appreciated!</p>

            </div>","<div class=""post-text"">
                <p> <span class=""diff-add"">I've mastered almost all the Python concepts (well, let's say they're just OO concepts :-)) but this one is tricky.</span></p><span class=""diff-add"">

</span><p><span class=""diff-add""> I know it has something to do with introspection but it's still unclear to me.</span></p><span class=""diff-add"">

</span><p><span class=""diff-add""> So what</span> are metaclasses? What do you use them for?<span class=""diff-add"">&nbsp;</span></p><span class=""diff-add"">

</span><p> Concrete examples<span class=""diff-add"">, including snippets,</span> much appreciated!</p>

            </div>"
6304938,101055,107,b572e084-da10-423a-b845-c4435a61cd87,2010-06-15 21:16,811,Rollback to [aa006d14-b735-4d3e-b405-81414adb9919],10,8,Undesired Text Change,Ref Mod,,,"<div class=""post-text"">
                <p> What makes a language a scripting language? I've heard some people say ""when it gets interpreted instead of compiled"". That would make PHP (for example) a scripting language. <span class=""diff-delete"">Is</span> that the only criterion? <span class=""diff-delete"">Or</span> are there other criteria?</p>

            </div>","<div class=""post-text"">
                <p> What makes a language a scripting language? I've heard some people say ""when it gets interpreted instead of compiled"". That would make PHP (for example) a scripting language. <span class=""diff-add"">It</span> that the only criterion? <span class=""diff-add"">or is it a coincidence, and</span> are there other criteria?</p>

            </div>"
6744084,101268,1420,51d5ae9f-b01a-45d0-8dcd-40e647ebce31,2010-07-14 20:31,192247,Rollback to [07ffbd3b-4bbb-4c57-8974-d643db967151],17,15,Ref Mod,,,,"<div class=""post-text"">
                <p> What are the lesser-known but useful features of the Python programming language?</p>

<ul>
<li> Try to limit answers to Python core</li>
<li> One feature per answer</li>
<li> Give an example and short description of the feature, not just a link to documentation</li>
<li> Label the feature using bold title as the first line</li>
</ul>

            </div>","<div class=""post-text"">
                <p> What are the lesser-known but useful features of the Python programming language?</p>

<ul>
<li> Try to limit answers to Python core</li>
<li> One feature per answer</li>
<li> Give an example and short description of the feature, not just a link to documentation</li>
<li> Label the feature using bold title as the first line</li>
</ul><span class=""diff-add"">

</span><p><span class=""diff-add""> This question is along the lines of :</span></p><span class=""diff-add"">

</span><p><a href=""http://stackoverflow.com/questions/61088""><span class=""diff-add"">Hidden Features of JavaScript</span></a><br><span class=""diff-add"">
</span><a href=""http://stackoverflow.com/questions/628407""><span class=""diff-add"">Hidden Features of CSS</span></a><br><span class=""diff-add"">
</span><a href=""http://stackoverflow.com/questions/9033""><span class=""diff-add"">Hidden Features of C#</span></a><br><span class=""diff-add"">
</span><a href=""http://stackoverflow.com/questions/102084""><span class=""diff-add"">Hidden Features of VB.Net</span></a><br><span class=""diff-add"">
</span><a href=""http://stackoverflow.com/questions/15496""><span class=""diff-add"">Hidden Features of Java</span></a><br><span class=""diff-add"">
</span><a href=""http://stackoverflow.com/questions/54929""><span class=""diff-add"">Hidden Features of ASP.NET</span></a><br><span class=""diff-add"">
</span><a href=""http://stackoverflow.com/questions/605439""><span class=""diff-add"">Hidden Features of TextPad</span></a><br><span class=""diff-add"">
</span><a href=""http://stackoverflow.com/questions/54886""><span class=""diff-add"">Hidden Features of Eclipse</span></a><br><span class=""diff-add"">
</span><a href=""http://stackoverflow.com/questions/954327""><span class=""diff-add"">Hidden Features of JavaScript</span></a><br><span class=""diff-add"">
</span><a href=""http://stackoverflow.com/questions/161872""><span class=""diff-add"">Hidden Features of Perl</span></a><br><span class=""diff-add"">
</span><a href=""http://stackoverflow.com/questions/1025181/hidden-features-of-scala""><span class=""diff-add"">Hidden Features of Scala</span></a><br><span class=""diff-add"">
</span><a href=""http://stackoverflow.com/questions/63998/hidden-features-of-ruby""><span class=""diff-add"">Hidden Features of Ruby</span></a><br></p>

            </div>"
145913,101664,33,1ebd0676-c141-4d68-ace4-3d713e67491a,2008-09-19 16:30,1853,Rollback to [A9446765-7CAF-4ED0-B876-47F3F971AB62],4,1,Undesired Text Formatting,,,,"<div class=""post-text"">
                <p> Is there a setting in Resharper 4 (or even Visual Studio itself...) that forces a warning if I forget to wrap code in a <code>using</code> block, or ommit the proper <code><span class=""diff-delete"">Dispose</span></code> call in a <code>finally</code> block?</p>

            </div>","<div class=""post-text"">
                <p> Is there a setting in Resharper 4 (or even Visual Studio itself...) that forces a warning if I forget to wrap code in a <code>using</code> block, or ommit the proper <span class=""diff-add"">Dispose</span> call in a <code>finally</code> block?</p>

            </div>"
114476105,102567,131,a5208acc-9089-4159-8d74-6934a38aed9a,2016-03-30 16:30,352101,Rollback to [ee82a93a-74cb-4504-863b-4e2137023763],3,1,,,,Status add/remove,"<div class=""post-text"">
                <p> What's the best way to shutdown the computer from a C# program?</p>

<p> I've found a few methods that work - I'll post them below - but none of them are very elegant. I'm looking for something that's simpler and natively .net.</p><span class=""diff-delete"">

</span><hr><span class=""diff-delete"">

</span><p><strong><span class=""diff-delete"">Note for 2015</span></strong></p><span class=""diff-delete"">

</span><p><span class=""diff-delete""> On this very old question:  the modern solution, Windows8+, is simply Micah Vertal's below.</span></p>

            </div>","<div class=""post-text"">
                <p> What's the best way to shutdown the computer from a C# program?</p>

<p> I've found a few methods that work - I'll post them below - but none of them are very elegant. I'm looking for something that's simpler and natively .net.</p>

            </div>"
74421296,104322,152,2ce843df-1f09-40a4-8aba-75d8ea11f5fd,2014-09-27 23:48,3906760,Rollback to [4d9da071-4143-405d-9fa6-84b4231698d3],3,1,,Ref Mod,,Status add/remove,"<div class=""post-text"">
                <p> How do you install Boost on MacOS?
Right now I can't find bjam for the Mac.</p><span class=""diff-delete"">

</span><p><span class=""diff-delete""> update: Thanks for the MacPorts answer, and special thanks to hasseg's comment for the link</span></p><span class=""diff-delete"">

</span><p><a href=""http://www.macports.org/"" rel=""nofollow noreferrer""><span class=""diff-delete"">http://www.macports.org/</span></a></p><span class=""diff-delete"">

</span><p><span class=""diff-delete""> I'm still new to my Mac, but with ports it seems like we'll get going along much better.</span></p>

            </div>","<div class=""post-text"">
                <p> How do you install Boost on MacOS?
Right now I can't find bjam for the Mac.</p>

            </div>"
