Id,PostId,Score,RevisionGUID,CreationDate,UserId,Comment,Revision,RollbackTo,Reason1,Reason2,Reason3,Reason4,PostData(Before),PostData(After)
24056367,201879,2,d4f8d5b1-e336-42f5-863c-248e19a7e703,2012-05-04 22:31,270,Rollback to [5dc0d419-c8bb-44ce-b289-dea92aa00701],3,1,Undesired Text Formatting,Part Accept,,,"<div class=""post-text""> 
 <p> Sounds like the login button is being spat out as <code>&lt;input <span class=""diff-delete"">type=""button""&gt;</span></code> rather than <code>&lt;input type=""submit""&gt;</code>. You could always template the <span class=""diff-delete"">Login control</span> and add the submit button, getting rid of the hideous default markup at the same time!</p> 
 <p> If you have to use <span class=""diff-delete"">JavaScript</span> to fix this something is seriously wrong! (but then it sounds like you know this)</p> 
</div>","<div class=""post-text""> 
 <p> Sounds like the login button is being spat out as <code>&lt;input <span class=""diff-add"">type=""buttom""&gt;</span></code> rather than <code>&lt;input type=""submit""&gt;</code>. You could always template the <span class=""diff-add"">LoginControl</span> and add the submit button, getting rid of the hideous default markup at the same time!</p> 
 <p> If you have to use <span class=""diff-add"">Javascript</span> to fix this something is seriously wrong! (but then it sounds like you know this)</p> 
</div>"
26256398,202534,58,8b4f7477-690f-440d-acb7-b53a5d84d7f3,2012-07-03 1:15,685,Rollback to [215a91ab-ae78-4779-8e1d-28ab254394e9],5,1,Undesired Text Addition,Undesired Code Add,Ref Mod,,"<div class=""post-text""> 
 <p> To build on Ilya's answer try the following query:</p> 
 <pre><code>SELECT MSysObjects.Name AS table_name
FROM MSysObjects
WHERE (((Left([Name],1))&lt;&gt;""~"") 
        AND ((Left([Name],4))&lt;&gt;""MSys"") 
        AND ((MSysObjects.Type) In (1,4,6)));
order by MSysObjects.Name 
</code></pre> 
 <p><span class=""diff-delete""> This method only works with MS Access 2003 and below. For versions of MS Access 2007 and above you must use the GetSchema method of the connection string get a DataTable of table names. At that point you can then use linq or a loop to iterate through the tables to find the specific table your looking for.</span></p> 
 <span class=""diff-delete""> </span> 
 <p><span class=""diff-delete""> Below is a link to a site on getting a list of tables in MS Access. This method</span> works <span class=""diff-delete"">for all versions of MS Access. </span> 
  <strike> 
   <span class=""diff-delete""> </span> 
   <a href=""http://davidhayden.com/blog/dave/archive/2006/10/01/GetListOfTablesInMicrosoftAccessUsingGetSchema.aspx"" rel=""nofollow noreferrer""><span class=""diff-delete"">http://davidhayden.com/blog/dave/archive/2006/10/01/GetListOfTablesInMicrosoftAccessUsingGetSchema.aspx</span></a> 
   <span class=""diff-delete""> </span> 
  </strike><span class=""diff-delete"">[Broken]</span></p> 
 <span class=""diff-delete""> </span> 
 <p><strong><span class=""diff-delete"">Edit:</span></strong><span class=""diff-delete""> From the </span><a href=""http://web.archive.org/web/20110701205038/http://davidhayden.com/blog/dave/archive/2006/10/01/GetListOfTablesInMicrosoftAccessUsingGetSchema.aspx"" rel=""nofollow noreferrer""><span class=""diff-delete"">Internet Wayback Machine </span></a><span class=""diff-delete"">, the formerly linked page contained the following by David Hayden :</span></p> 
 <span class=""diff-delete""> </span> 
 <blockquote> 
  <span class=""diff-delete""> </span> 
  <p><span class=""diff-delete""> Here is the code to get a list of tables in an Access Database, short and sweet:</span></p> 
  <span class=""diff-delete""> </span> 
 </blockquote> 
 <span class=""diff-delete""> </span> 
 <pre><code><span class=""diff-delete"">// Microsoft Access provider factory
DbProviderFactory factory = DbProviderFactories.GetFactory(""System.Data.OleDb"");

DataTable userTables = null;

using (DbConnection connection =
        factory.CreateConnection())
{
    // c:\test\test.mdb
    connection.ConnectionString = ""Provider=Microsoft
            .Jet.OLEDB.4.0;Data Source=c:\\test\\test.mdb"";

    // We only want user tables, not system tables
    string[] restrictions = new string[4];
    restrictions[3] = ""Table"";

    connection.Open();

    // Get list of user tables
    userTables = connection.GetSchema(""Tables"", restrictions);
}

// Add list of table names to listBox
for (int i=0; i &lt; userTables.Rows.Count; i++)
    listBox1.Items.Add(userTables.Rows[i][2].ToString());
</span></code></pre> 
</div>","<div class=""post-text""> 
 <p> To build on Ilya's answer try the following query:</p> 
 <pre><code>SELECT MSysObjects.Name AS table_name
FROM MSysObjects
WHERE (((Left([Name],1))&lt;&gt;""~"") 
        AND ((Left([Name],4))&lt;&gt;""MSys"") 
        AND ((MSysObjects.Type) In (1,4,6)));
order by MSysObjects.Name 
</code></pre> 
 <p><span class=""diff-add"">(this one</span> works <span class=""diff-add"">without modification)</span></p> 
</div>"
25432489,203532,-6,959429d4-0c0e-4f96-9b46-00ad77fad6da,2012-06-11 23:09,18255,Rollback to [85ef687e-e9e3-4d81-9bff-1c4784918096],4,2,Undesired Text Remove,,,,"<div class=""post-text""> 
 <p> Oracle handling of NULLs links:</p> 
 <ul> 
  <span class=""diff-delete""> </span> 
  <li><a href=""http://digitalbush.com/2007/10/27/oracle-9i-null-behavior/"" rel=""nofollow noreferrer""><span class=""diff-delete"">http://digitalbush.com/2007/10/27/oracle-9i-null-behavior/</span></a></li> 
  <span class=""diff-delete""> </span> 
  <li><a href=""http://jeffkemponoracle.com/2006/02/empty-string-andor-null.html"" rel=""nofollow noreferrer""><span class=""diff-delete"">http://jeffkemponoracle.com/2006/02/empty-string-andor-null.html</span></a></li> 
  <span class=""diff-delete""> </span> 
 </ul> 
</div>","<div class=""post-text""> 
 <p><span class=""diff-add""> Indeed, I have had nothing but difficulties in dealing with</span> Oracle<span class=""diff-add"">, including invalid datetime values (cannot be printed, converted or anything, just looked at with the DUMP() function) which are </span><strong><span class=""diff-add"">allowed</span></strong><span class=""diff-add""> to be inserted into the database, apparently through some buggy version of the client as a binary column! So much for protecting database integrity!</span></p> 
 <span class=""diff-add""> </span> 
 <p><span class=""diff-add""> Oracle</span> handling of NULLs links:</p> 
 <p><a href=""http://digitalbush.com/2007/10/27/oracle-9i-null-behavior/"" rel=""nofollow noreferrer""><span class=""diff-add"">http://digitalbush.com/2007/10/27/oracle-9i-null-behavior/</span></a></p> 
 <span class=""diff-add""> </span> 
 <p><a href=""http://jeffkemponoracle.com/2006/02/empty-string-andor-null.html"" rel=""nofollow noreferrer""><span class=""diff-add"">http://jeffkemponoracle.com/2006/02/empty-string-andor-null.html</span></a></p> 
</div>"
307773,204409,2,86c9718d-5213-41c2-a93c-b804008b65c7,2008-10-15 11:46,13,Rollback to [C6AF22D2-EF46-4A3A-B663-7FC1B5BDFB38],3,1,,,,Status add/remove,"<div class=""post-text""> 
 <p> It's not possible and doing so would violate the implied IS-A relationship between ChildClass and ParentClass. Why do you want to do this?</p> 
 <span class=""diff-delete""> </span> 
 <p><em><span class=""diff-delete"">Update-Gishu</span></em><span class=""diff-delete"">: Workaround = Don't derive.. if you don't intend to satisfy the contract declared by your base type. Use Composition.</span></p> 
</div>","<div class=""post-text""> 
 <p> It's not possible and doing so would violate the implied IS-A relationship between ChildClass and ParentClass. Why do you want to do this?</p> 
</div>"
165194393,204483,531,2b232a1e-3544-4d37-be38-07334d61292e,2018-01-22 13:49,2805305,Rollback to [2c34795f-d2e0-4881-a323-a0ee35880c89],7,5,,,UD code change,,"<div class=""post-text""> 
 <p> The return value for <code>main</code> should indicate how the program exited. Normal exit is generally represented by a 0 return value from <code>main</code>. Abnormal termination is usually signalled by a non-zero return but there is no standard for how non-zero codes are interpreted. Also as noted by others, <code>void main()</code> is explicitly prohibited by the C++ standard and shouldn't be used. The valid C++ <code>main</code> signatures are:</p> 
 <pre><code>int main()
</code></pre> 
 <p> and</p> 
 <pre><code>int main(int argc, <span class=""diff-delete"">char</span> <span class=""diff-delete"">*argv[]</span>)
</code></pre> 
 <p> which is equivalent to</p> 
 <pre><code>int main(int argc, <span class=""diff-delete"">char</span> <span class=""diff-delete"">**argv</span>)
</code></pre> 
 <p> It's also worth noting that in C++, <code>int main()</code> can be left without a return value at which point it defaults to returning 0. This is also true with a C99 program. Whether return 0 should be omitted or not is open to debate. The range of valid C program main signatures is much greater. </p> 
 <p> Also, efficiency is not an issue with the <code>main</code> function. It can only be entered and left once (marking program start and termination) according to the C++ standard. For C, the case is different and re-entering <code>main()</code> is allowed, but should probably be avoided. </p> 
</div>","<div class=""post-text""> 
 <p> The return value for <code>main</code> should indicate how the program exited. Normal exit is generally represented by a 0 return value from <code>main</code>. Abnormal termination is usually signalled by a non-zero return but there is no standard for how non-zero codes are interpreted. Also as noted by others, <code>void main()</code> is explicitly prohibited by the C++ standard and shouldn't be used. The valid C++ <code>main</code> signatures are:</p> 
 <pre><code>int main()
</code></pre> 
 <p> and</p> 
 <pre><code>int main(int argc, <span class=""diff-add"">char*</span> <span class=""diff-add"">argv[]</span>)
</code></pre> 
 <p> which is equivalent to</p> 
 <pre><code>int main(int argc, <span class=""diff-add"">char**</span> <span class=""diff-add"">argv</span>)
</code></pre> 
 <p> It's also worth noting that in C++, <code>int main()</code> can be left without a return value at which point it defaults to returning 0. This is also true with a C99 program. Whether return 0 should be omitted or not is open to debate. The range of valid C program main signatures is much greater. </p> 
 <p> Also, efficiency is not an issue with the <code>main</code> function. It can only be entered and left once (marking program start and termination) according to the C++ standard. For C, the case is different and re-entering <code>main()</code> is allowed, but should probably be avoided. </p> 
</div>"
104330318,204777,591,487afd42-e644-433c-bacd-947f4e89b602,2015-11-17 16:56,8155,Rollback to [5ac912bd-1b25-4e99-bc09-aabc9883b028],7,5,,Undesired Code Removal,Undesired Text Remove,Status add/remove,"<div class=""post-text""> 
 <p> I examined the methods of <a href=""http://msdn.microsoft.com/en-us/library/system.linq.enumerable_methods.aspx"" rel=""nofollow noreferrer"">System.Linq.Enumerable</a>, discarding any that returned non-IEnumerable results. I checked the remarks of each to determine how the order of the result would differ from order of the source.</p> 
 <p> Preserves Order Absolutely. You can map a source element by index to a result element</p> 
 <ul> 
  <li> AsEnumerable</li> 
  <li> Cast</li> 
  <li> Concat</li> 
  <li> Select</li> 
  <li> ToArray</li> 
  <li> ToList</li> 
 </ul> 
 <p> Preserves Order. Elements are filtered, but not re-ordered.</p> 
 <ul> 
  <li> Except</li> 
  <li> Intersect</li> 
  <li> OfType</li> 
  <li> Skip</li> 
  <li> SkipWhile</li> 
  <li> Take</li> 
  <li> TakeWhile</li> 
  <li> Where</li> 
  <li> Zip (new in .net 4)</li> 
 </ul> 
 <p> Destroys Order - we don't know what order to expect results in.</p> 
 <ul> 
  <span class=""diff-delete""> </span> 
  <li><span class=""diff-delete""> Distinct</span></li> 
  <li> ToDictionary</li> 
  <li> ToLookup</li> 
 </ul> 
 <p> Redefines Order Explicitly - use these to change the order of the result</p> 
 <ul> 
  <li> OrderBy</li> 
  <li> OrderByDescending</li> 
  <li> Reverse</li> 
  <li> ThenBy</li> 
  <li> ThenByDescending</li> 
 </ul> 
 <p> Redefines Order according to some rules.</p> 
 <ul> 
  <li> GroupBy - The IGrouping objects are yielded in an order based on the order of the elements in source that produced the first key of each IGrouping. Elements in a grouping are yielded in the order they appear in source. </li> 
  <li> GroupJoin - GroupJoin preserves the order of the elements of outer, and for each element of outer, the order of the matching elements from inner.</li> 
  <li> Join - preserves the order of the elements of outer, and for each of these elements, the order of the matching elements of inner. </li> 
  <li> SelectMany - for each element of source, selector is invoked and a sequence of values is returned.</li> 
  <li> Union - When the object returned by this method is enumerated, Union enumerates first and second in that order and yields each element that has not already been yielded. </li> 
 </ul> 
</div>","<div class=""post-text""> 
 <p> I examined the methods of <a href=""http://msdn.microsoft.com/en-us/library/system.linq.enumerable_methods.aspx"" rel=""nofollow noreferrer"">System.Linq.Enumerable</a>, discarding any that returned non-IEnumerable results. I checked the remarks of each to determine how the order of the result would differ from order of the source.</p> 
 <p> Preserves Order Absolutely. You can map a source element by index to a result element</p> 
 <ul> 
  <li> AsEnumerable</li> 
  <li> Cast</li> 
  <li> Concat</li> 
  <li> Select</li> 
  <li> ToArray</li> 
  <li> ToList</li> 
 </ul> 
 <p> Preserves Order. Elements are filtered, but not re-ordered.</p> 
 <ul> 
  <li><span class=""diff-add""> Distinct</span></li> 
  <span class=""diff-add""> </span> 
  <li> Except</li> 
  <li> Intersect</li> 
  <li> OfType</li> 
  <li> Skip</li> 
  <li> SkipWhile</li> 
  <li> Take</li> 
  <li> TakeWhile</li> 
  <li> Where</li> 
  <li> Zip (new in .net 4)</li> 
 </ul> 
 <p> Destroys Order - we don't know what order to expect results in.</p> 
 <ul> 
  <li> ToDictionary</li> 
  <li> ToLookup</li> 
 </ul> 
 <p> Redefines Order Explicitly - use these to change the order of the result</p> 
 <ul> 
  <li> OrderBy</li> 
  <li> OrderByDescending</li> 
  <li> Reverse</li> 
  <li> ThenBy</li> 
  <li> ThenByDescending</li> 
 </ul> 
 <p> Redefines Order according to some rules.</p> 
 <ul> 
  <li> GroupBy - The IGrouping objects are yielded in an order based on the order of the elements in source that produced the first key of each IGrouping. Elements in a grouping are yielded in the order they appear in source. </li> 
  <li> GroupJoin - GroupJoin preserves the order of the elements of outer, and for each element of outer, the order of the matching elements from inner.</li> 
  <li> Join - preserves the order of the elements of outer, and for each of these elements, the order of the matching elements of inner. </li> 
  <li> SelectMany - for each element of source, selector is invoked and a sequence of values is returned.</li> 
  <li> Union - When the object returned by this method is enumerated, Union enumerates first and second in that order and yields each element that has not already been yielded. </li> 
 </ul> 
 <span class=""diff-add""> </span> 
 <hr> 
 <span class=""diff-add""> </span> 
 <p><span class=""diff-add""> Edit: I've moved Distinct to Preserving order based on this </span><a href=""https://github.com/dotnet/corefx/blob/master/src/System.Linq/src/System/Linq/Enumerable.cs"" rel=""nofollow noreferrer""><span class=""diff-add"">implementation</span></a><span class=""diff-add"">.</span></p> 
 <span class=""diff-add""> </span> 
 <pre><code><span class=""diff-add"">    private static IEnumerable&lt;TSource&gt; DistinctIterator&lt;TSource&gt;
      (IEnumerable&lt;TSource&gt; source, IEqualityComparer&lt;TSource&gt; comparer)
    {
        Set&lt;TSource&gt; set = new Set&lt;TSource&gt;(comparer);
        foreach (TSource element in source)
            if (set.Add(element)) yield return element;
    }
</span></code></pre> 
</div>"
73712156,206526,73,c2ae91b3-fef7-4373-8137-92482e3fb417,2014-09-17 16:47,2548,Rollback to [9b97c595-3bbb-4a01-ba09-150b84f73611],5,3,Incorret Text Change,,,,"<div class=""post-text""> 
 <p> As you are dealing with a string array, have you considered Join</p> 
 <pre><code>If Len(Join(FileNamesList)) &gt; 0 Then
</code></pre> 
</div>","<div class=""post-text""> 
 <p> As you are dealing with a string array, have you considered Join<span class=""diff-add"">?</span></p> 
 <pre><code>If Len(Join(FileNamesList)) &gt; 0 Then
</code></pre> 
</div>"
118010451,206964,379,c0c39dc4-a1a6-4f09-b06f-f3715a42cc61,2016-05-13 13:44,843463,Rollback to [e229e501-900e-464d-b43f-980bd7b9d305],15,13,Undesired Text Change,Undesired Text Addition,Undesired Text Remove,Status add/remove,"<div class=""post-text"">
                <p> <span class=""diff-delete"">Update 2016: If you only need SOAP client</span>, there is <span class=""diff-delete"">well maintained</span> library<span class=""diff-delete""> called </span><a href=""http://docs.python-zeep.org/en/latest/"" rel=""nofollow noreferrer""><span class=""diff-delete"">zeep</span></a>. <span class=""diff-delete"">It supports both Python 2 and 3 :)</span></p><span class=""diff-delete"">

</span><p><span class=""diff-delete""> There are many other libraries available, each</span> of the mainstream ones available has its own pros and cons.</p>

<p> Older libraries:</p>

<ul>
<li><p><a href=""http://soapy.sourceforge.net"" rel=""nofollow noreferrer"">SOAPy</a>: Was the ""best,"" but no longer maintained. Does not work on Python 2.5+</p></li>
<li><p><a href=""http://pywebsvcs.sourceforge.net"" rel=""nofollow noreferrer"">ZSI</a>: Very painful to use, and development is slow. Has a module called ""SOAPpy"", which is different than SOAPy (above).</p></li>
</ul>

<p> ""Newer"" libraries:</p>

<ul>
<li><p><a href=""https://fedorahosted.org/suds"" rel=""nofollow noreferrer"">SUDS</a>: Very Pythonic, and easy to create WSDL-consuming SOAP clients. Creating SOAP servers is a little bit more difficult. (This package does not work with python3.)</p></li>
<li><p><a href=""https://github.com/arskom/spyne"" rel=""nofollow noreferrer"">spyne</a>: Creating servers is easy, creating clients a little bit more challenging. Documentation is somewhat lacking.</p></li>
<li><p><a href=""http://pypi.python.org/pypi/ladon"" rel=""nofollow noreferrer"">ladon</a>: Creating servers is much like in soaplib (using a decorator). Ladon exposes more interfaces than SOAP at the same time without extra user code needed.</p></li>
<li><p><a href=""http://code.google.com/p/pysimplesoap/"" rel=""nofollow noreferrer"">pysimplesoap</a>: very lightweight but useful for both client and server - includes a web2py server integration that ships with web2py.</p></li>
<li><a href=""https://github.com/kiorky/SOAPpy"" rel=""nofollow noreferrer"">SOAPpy</a>: Distinct from the abandoned SOAPpy that's hosted at the ZSI link above, this version was actually maintained until 2011, now it seems to be abandoned too.</li>
<li><a href=""http://www.python.org/pypi/soaplib"" rel=""nofollow noreferrer"">soaplib</a>: Easy to use python library for writing and calling soap web services. Webservices written with soaplib are simple, lightweight, work well with other SOAP implementations, and can be deployed as WSGI applications.</li>
<li><a href=""https://bitbucket.org/sboz/osa"" rel=""nofollow noreferrer"">osa</a>: A fast/slim easy to use SOAP python client library.</li>
</ul>

<p> Of the above, I've only used SUDS personally, and I liked it a lot.</p>

<p><strong><em>Update:</em></strong></p>

<p> Additionally to what is mentioned above, I will refer to <a href=""https://wiki.python.org/moin/WebServices"" rel=""nofollow noreferrer"">Python WebServices</a> page which is always up-to-date with all actively maintained and recommended modules to <strong>SOAP</strong> and all other webservice types.</p>

            </div>","<div class=""post-text"">
                <p> <span class=""diff-add"">Unfortunately, at the moment</span>,<span class=""diff-add""> I don't think</span> there is <span class=""diff-add"">a ""best"" Python SOAP</span> library. <span class=""diff-add"">Each</span> of the mainstream ones available has its own pros and cons.</p>

<p> Older libraries:</p>

<ul>
<li><p><a href=""http://soapy.sourceforge.net"" rel=""nofollow noreferrer"">SOAPy</a>: Was the ""best,"" but no longer maintained. Does not work on Python 2.5+</p></li>
<li><p><a href=""http://pywebsvcs.sourceforge.net"" rel=""nofollow noreferrer"">ZSI</a>: Very painful to use, and development is slow. Has a module called ""SOAPpy"", which is different than SOAPy (above).</p></li>
</ul>

<p> ""Newer"" libraries:</p>

<ul>
<li><p><a href=""https://fedorahosted.org/suds"" rel=""nofollow noreferrer"">SUDS</a>: Very Pythonic, and easy to create WSDL-consuming SOAP clients. Creating SOAP servers is a little bit more difficult. (This package does not work with python3.)</p></li>
<li><p><a href=""https://github.com/arskom/spyne"" rel=""nofollow noreferrer"">spyne</a>: Creating servers is easy, creating clients a little bit more challenging. Documentation is somewhat lacking.</p></li>
<li><p><a href=""http://pypi.python.org/pypi/ladon"" rel=""nofollow noreferrer"">ladon</a>: Creating servers is much like in soaplib (using a decorator). Ladon exposes more interfaces than SOAP at the same time without extra user code needed.</p></li>
<li><p><a href=""http://code.google.com/p/pysimplesoap/"" rel=""nofollow noreferrer"">pysimplesoap</a>: very lightweight but useful for both client and server - includes a web2py server integration that ships with web2py.</p></li>
<li><a href=""https://github.com/kiorky/SOAPpy"" rel=""nofollow noreferrer"">SOAPpy</a>: Distinct from the abandoned SOAPpy that's hosted at the ZSI link above, this version was actually maintained until 2011, now it seems to be abandoned too.</li>
<li><a href=""http://www.python.org/pypi/soaplib"" rel=""nofollow noreferrer"">soaplib</a>: Easy to use python library for writing and calling soap web services. Webservices written with soaplib are simple, lightweight, work well with other SOAP implementations, and can be deployed as WSGI applications.</li>
<li><a href=""https://bitbucket.org/sboz/osa"" rel=""nofollow noreferrer"">osa</a>: A fast/slim easy to use SOAP python client library.</li>
</ul>

<p> Of the above, I've only used SUDS personally, and I liked it a lot.</p>

<p><strong><em>Update:</em></strong></p>

<p> Additionally to what is mentioned above, I will refer to <a href=""https://wiki.python.org/moin/WebServices"" rel=""nofollow noreferrer"">Python WebServices</a> page which is always up-to-date with all actively maintained and recommended modules to <strong>SOAP</strong> and all other webservice types.</p><span class=""diff-add"">

</span><p><strong><em><span class=""diff-add"">Update (2016):</span></em></strong></p><span class=""diff-add"">

</span><p><span class=""diff-add""> If you only need SOAP client, there is well maintained library called </span><a href=""http://docs.python-zeep.org/en/latest/"" rel=""nofollow noreferrer""><span class=""diff-add"">zeep</span></a><span class=""diff-add"">. It supports both Python 2 and 3 :)</span></p>

            </div>"
60840928,207950,642,b8bcaf54-db4c-48d3-9417-a1d66b07e384,2014-03-20 7:59,1343161,Rollback to [f44d695f-6c17-4dcf-a427-0245df6317d9],3,1,Undesired Text Change,,,,"<div class=""post-text""> 
 <p> <span class=""diff-delete"">In Java 7 you</span> can use<span class=""diff-delete""> ...</span></p> 
 <pre><code>System.getProperty(""line.separator"");
</code></pre> 
 <p> to get the line separator</p> 
</div>","<div class=""post-text""> 
 <p> <span class=""diff-add"">You</span> can use</p> 
 <pre><code>System.getProperty(""line.separator"");
</code></pre> 
 <p> to get the line separator</p> 
</div>"
130608618,208106,7668,2a3388c5-59da-437d-8d21-61de461bf7da,2016-11-01 23:26,9021,Rollback to [80acc4ac-d995-4f35-b884-26cc0fa96121],9,7,,Undesired Code Removal,UD code change,,"<div class=""post-text""> 
 <p> Like this:</p> 
 <pre><code>delete myObject.<span class=""diff-delete"">keyname;</span>
// or,
delete <span class=""diff-delete"">myObject[""keyname""];</span>
</code></pre> 
 <p> For anyone interested in reading more about it, Stack Overflow user <a href=""http://stackoverflow.com/users/130652/kangax"">kangax</a> has written an incredibly in-depth blog post about the <code>delete</code> statement on their blog, <em><a href=""http://perfectionkills.com/understanding-delete/"" rel=""nofollow noreferrer"">Understanding delete</a></em>. It is highly recommended.</p> 
</div>","<div class=""post-text""> 
 <p> Like this:</p> 
 <pre><code>delete myObject.<span class=""diff-add"">regex;</span>
// or,
delete <span class=""diff-add"">myObject['regex'];
// or,
var prop = ""regex"";
delete myObject[prop];</span>
</code></pre> 
 <p> For anyone interested in reading more about it, Stack Overflow user <a href=""http://stackoverflow.com/users/130652/kangax"">kangax</a> has written an incredibly in-depth blog post about the <code>delete</code> statement on their blog, <em><a href=""http://perfectionkills.com/understanding-delete/"" rel=""nofollow noreferrer"">Understanding delete</a></em>. It is highly recommended.</p> 
</div>"
55977856,209703,5,7d93020a-b7bd-4e6a-906d-0c2bdfa92552,2014-01-19 9:52,419,Rollback to [48a0bfbf-261e-4390-bffe-4cc5b80dd4d7],3,1,Undesired Text Formatting,,,,"<div class=""post-text""> 
 <p> You either do what you've already got, pass in a delimited <em><span class=""diff-delete"">string</span></em> and then parse out to a table value, or the other choice is passing in a wodge of <code><span class=""diff-delete"">XML</span></code> and <span class=""diff-delete"">kind</span> much the same:</p> 
 <p><a href=""http://weblogs.asp.net/jgalloway/archive/2007/02/16/passing-lists-to-sql-server-2005-with-xml-parameters.aspx"" rel=""nofollow noreferrer"">http://weblogs.asp.net/jgalloway/archive/2007/02/16/passing-lists-to-sql-server-2005-with-xml-parameters.aspx</a></p> 
 <p> I haven't had a chance to look <span class=""diff-delete"">at </span><em><span class=""diff-delete"">SQL 2008</span></em> yet to see if they've added any new functionality to handle this type of thing.</p> 
</div>","<div class=""post-text""> 
 <p> You either do what you've already got, pass in a delimited <span class=""diff-add"">string</span> and then parse out to a table value, or the other choice is passing in a wodge of <span class=""diff-add"">XML</span> and <span class=""diff-add"">kinda</span> much the same:</p> 
 <p><a href=""http://weblogs.asp.net/jgalloway/archive/2007/02/16/passing-lists-to-sql-server-2005-with-xml-parameters.aspx"" rel=""nofollow noreferrer"">http://weblogs.asp.net/jgalloway/archive/2007/02/16/passing-lists-to-sql-server-2005-with-xml-parameters.aspx</a></p> 
 <p> I haven't had a chance to look <span class=""diff-add"">ate SQL 2008</span> yet to see if they've added any new functionality to handle this type of thing.</p> 
</div>"
5915951,210850,191,19784a98-580d-4457-bf28-3d3bd018fbf4,2010-05-20 7:44, ,Rollback to [b8b6b012-c6a0-4512-b106-d3cdf4349806],5,3,Undesired Text Remove,Ref Mod,,,"<div class=""post-text""> 
 <p> NP stands for Non-deterministic Polynomial time.</p> 
 <p> This means that the problem can be solved in Polynomial time using a <a href=""http://en.wikipedia.org/wiki/Turing_machine"" rel=""nofollow noreferrer""><span class=""diff-delete"">Turing Machine</span></a>. Basically, a solution has to be <i>testable</i> in poly time. If that's the case, and a known NP problem can be solved using the given problem with modified input (an NP problem can be <i>reduced</i> to the given problem) then the problem is NP complete.</p> 
 <p> The main thing to take away from an NP-complete problem is that it cannot be solved in polynomial time in any known way. NP-Hard/NP-Complete is a way of showing that certain classes of problems are not solvable in realistic time.</p> 
 <p> Edit: As others have noted, there are often approximation solutions for NP-Complete problems. In this case, the approximation solution usually gives a approximation bound using special notation which tells us how close the approximation is.</p> 
</div>","<div class=""post-text""> 
 <p> NP stands for Non-deterministic Polynomial time.</p> 
 <p> This means that the problem can be solved in Polynomial time using a<span class=""diff-add""> Non-deterministic Turing machine</span> <span class=""diff-add"">(like a regular Turing machine but also including a non-deterministic ""choice"" function)</span>. Basically, a solution has to be <i>testable</i> in poly time. If that's the case, and a known NP problem can be solved using the given problem with modified input (an NP problem can be <i>reduced</i> to the given problem) then the problem is NP complete.</p> 
 <p> The main thing to take away from an NP-complete problem is that it cannot be solved in polynomial time in any known way. NP-Hard/NP-Complete is a way of showing that certain classes of problems are not solvable in realistic time.</p> 
 <p> Edit: As others have noted, there are often approximation solutions for NP-Complete problems. In this case, the approximation solution usually gives a approximation bound using special notation which tells us how close the approximation is.</p> 
</div>"
