Id,PostTypeId,OwnerUserId
280121,2,3415
280667,2,3397
281383,1,35454
281909,1,36674
282670,1,21677
283329,1,
283492,1,10136
283888,1,36890
287204,1,25705
289040,2,17034
289368,2,1030
290000,1,727
292263,2,4857
292324,1,10432
292359,2,893
292618,1,37922
292785,2,25544
294848,2,16587
296193,1,38292
297134,1,32670
297189,2,17034
297637,2,17034
299588,1,1694
301589,2,15124
301924,1,18673
303283,2,15861
304109,1,39171
305177,1,1246613
307801,2,14065
311628,2,18914
311646,2,35364
312983,1,3885
313746,1,
314156,2,6309
315590,1,40399
315684,2,35364
316166,1,14860
316649,1,
319506,1,40876
321370,1,39677
321418,1,1094969
322440,1,2424
322926,1,41241
324748,1,28298
326152,2,3410
327381,2,14860
327487,1,41780
328677,2,19762
328922,1,26004
329674,2,41455
331567,2,23934
332311,2,40849
333143,2,4234
333406,2,40342
333532,1,26396
334485,1,16162
334729,1,17235
334748,1,42532
336859,1,31569
337006,2,21132
337704,1,1
339880,1,34590
340816,1,26566
343007,2,8946
343274,1,191
344249,1,43679
348363,1,14027
349094,1,11541
350177,1,26004
350705,1,1463
351600,2,8946
352494,2,40342
353497,1,34795
353611,2,19679
354093,2,15031
355813,1,28543
357526,2,34859
359547,2,44084
360887,1,44084
364769,2,35092
368192,1,1246613
369220,1,
369583,2,23574
370862,2,33708
370967,2,18771
371637,1,1246613
374262,1,982
376551,1,12930
377108,2,16515
377631,1,17674
381157,1,42229
381274,2,22674
381545,1,
383245,2,
383712,2,32620
384042,1,1965
385095,1,27580
385298,1,45963
386697,1,48402
387763,2,13936
388054,2,42404
388242,1,14388
388282,2,34509
390302,2,19746
390852,1,15055
392034,1,48915
392304,1,48181
392315,1,13502
394041,1,26004
395657,2,25295
395886,1,13713
397145,1,24396
397915,2,34509
399506,2,2663
399616,1,1043
399638,2,38813
400325,2,17034
401132,2,6782
404676,1,8047
404946,1,50216
405507,2,36305
406907,1,8047
408029,2,9536
408141,2,
409765,1,5441
410186,1,1053
410497,2,41021
411058,1,50896
413819,1,16645
413919,1,5262
414074,1,49465
414755,2,2688
414910,2,34218
416327,2,
416481,1,26221
417384,1,16287
418914,1,3799
419936,2,12091
420770,1,32641
421081,2,29173
421214,2,26671
421280,1,51402
422304,1,25416
422424,2,37213
422602,2,12476
423596,2,5536
426182,1,42024
426518,2,18437
427034,1,356145
429843,2,22164
433426,2,6782
435753,2,7332
436077,2,18255
438029,1,10755
438347,1,54491
439322,1,
440474,1,51184
441248,1,50552
441264,1,47630
445059,1,37751
445847,2,48725
446586,2,38226
449237,1,392
450009,1,42475
450017,1,52458
454271,1,26004
457446,2,6482
457463,1,9774
462743,1,41718
464038,2,57361
464677,1,52711
466799,1,343
472437,2,26056
472692,1,19635
477399,1,47984
478182,2,48015
481147,2,44673
481381,1,17560
482890,2,2700
483306,1,1995476
484266,1,48465
486307,1,
486543,2,6309
490805,2,40581
490824,1,9382
491528,1,49189
491566,1,4406
492387,1,29505
492418,1,1508
493014,2,44330
495367,2,12960
495511,2,60281
497423,1,1557
497590,2,4007
498249,1,55485
499806,2,
500734,2,58668
500957,1,7850
501085,1,6068
504868,1,40822
505305,1,337
505703,1,46914
505845,2,57465
506366,1,61838
507727,2,42136
510357,1,49701
511641,2,30453
514871,2,46914
516768,1,42155
518192,1,19679
518469,2,40906
521422,1,20498
521700,2,45916
523643,1,51570
528447,2,8155
529119,2,1288
532538,2,21926
532917,1,47154
536430,1,8715
536523,2,49942
538163,1,17614
538193,2,1559
538878,2,63193
541558,2,3333
542975,1,17028
543101,1,59097
543821,1,3966
544597,1,6007
550428,1,60893
550448,1,
550787,1,58521
551303,2,18393
554493,1,17744
561484,1,67825
563198,1,64878
564092,2,5314
564486,1,68274
564718,2,64218
565425,1,67381
565620,1,13627
566006,2,2915
566082,1,49529
568290,2,23354
569209,2,267
572206,1,60628
572897,1,58961
572996,2,48015
573332,2,56739
574971,2,45433
581838,1,24874
582241,2,17034
582553,1,730
583113,1,2915
583793,1,25140
584714,1,45777
585064,1,70727
585897,2,22656
587408,2,60518
587441,1,2915
587444,2,2915
587771,1,68507
588004,1,62118
588177,1,65347
590215,2,23354
590579,1,4279
590881,1,
594604,1,68653
595216,1,27840
598203,2,46821
598207,1,5018
599048,1,14731
601380,1,
603609,1,72113
604162,2,69671
605575,1,
605856,2,66692
607059,1,17744
610945,1,11995
611492,1,55164
611898,1,347662
612389,2,12567
619028,1,45704
620832,2,18771
621216,1,764272
621984,1,
622227,1,11995
624482,1,72584
624581,1,22801
626343,1,75636
627050,1,75728
627095,1,38498
629513,1,42348
630071,1,419
630684,2,42882
631233,1,383
631839,2,12716
632100,1,3661
632263,1,76124
632304,2,419
632396,2,419
632477,2,19273
632881,2,39992
633616,2,1200558
633716,2,68939
633928,1,31750
634389,2,6521
634497,2,34065
638050,2,56541
638314,1,32718
644073,1,7536
645916,1,23477
646468,1,40002
646515,1,
646644,1,41718
649555,2,73681
650098,1,74842
651923,1,59301
653504,1,71713
654285,1,73794
654393,1,41308
655340,1,79127
655762,1,78830
655963,2,419
658868,1,29553
659377,1,58013
659677,1,39992
660792,1,45912
660801,1,79828
661834,1,35483
662248,2,48940
665021,2,66516
667368,2,78720
668064,1,74069
668471,2,54420
669887,1,79531
671905,2,460006
673128,1,81378
673626,1,81306
674382,1,71470
674400,2,19464
674458,1,50145
677976,1,81767
678206,1,29043
681200,1,46428
682559,1,2648
684526,1,76309
684679,2,72162
685726,2,60711
685894,1,1443363
686439,1,81306
687953,2,63378
688889,2,80363
690015,1,83650
692636,1,
692671,1,2135219
693149,2,66692
696345,1,38403
697628,1,65403
698301,1,1782
702614,1,66185
702830,2,62830
705992,1,15890
706483,2,78053
707447,1,85897
708782,1,427855
709473,1,71470
710179,1,20770
710978,2,2915
711920,1,23667
713763,1,82475
714751,2,15880
716418,1,86998
716662,1,
719048,2,36305
719474,1,87361
719502,1,31516
721223,2,
722251,2,36305
722345,2,2441
722870,2,66692
724976,1,230
725840,1,88068
727223,2,65868
728694,2,35881
729151,1,
730465,2,3474
730576,1,22992
731057,1,88717
732485,1,57757
734031,2,61989
734461,1,
734744,2,
734942,2,86404
735863,2,32632
736029,2,745
738059,1,20712
739507,1,1053
739561,1,1390354
743810,2,3737
743989,1,
744162,1,
747238,1,58521
748534,2,60711
749320,2,47453
749653,2,6682
751944,1,60002
752039,2,60711
753168,1,22858
754064,1,35501
755944,1,91098
759284,2,80917
762162,1,23294
767674,1,
770560,2,18941
771143,1,79435
772699,2,14065
777711,1,21761
779003,2,64105
779946,1,89895
780469,2,9021
782729,1,
783270,2,2915
794765,2,30155
801670,2,57757
803435,1,59468
803801,1,34219
804870,2,8815
808367,2,3474
810744,2,98264
810829,1,39277
812093,2,49910
812549,1,105739
817918,1,77449
817926,2,69689
828406,2,22656
830933,2,
832059,1,26188
832711,2,
834270,1,41766
835387,1,91769
836379,1,16426
837501,2,74015
839267,2,71394
840648,1,132931
841293,1,9382
842520,1,62477
846421,2,41661
849458,1,104947
851594,1,
853407,1,60381
855132,2,50214
858432,1,98137
858442,1,47645
861574,2,48311
865152,1,12243
865871,1,1348
867101,1,67349
870578,1,86860
870821,1,
871938,2,53892
874131,2,267
883118,1,109407
884393,1,109426
885069,1,10755
886161,2,26004
886315,1,109367
886728,1,7872
886979,2,22656
887985,1,993
888514,1,
888817,2,39808
888838,1,7028
889381,1,108528
889737,1,109426
890184,2,20774
893167,1,35483
893824,1,109426
894207,2,82187
900461,1,337184
903996,1,40240
905891,1,5742
907723,2,
910066,1,
910374,1,112532
910393,2,109426
911726,1,109426
912256,1,92396
912662,1,42024
916745,1,16522
916864,2,72247
917646,2,7867
918518,1,109426
918913,2,17172
919134,2,70581
924285,1,45935
925734,1,104015
926971,1,83809
930361,1,110565
933042,1,
938744,2,113570
939206,2,41887
939706,2,109426
941293,2,26004
943417,2,23897
945842,1,116708
945864,1,23212
947485,1,116932
948224,2,17172
948575,2,44562
948785,1,11410
949443,2,28169
950486,1,106245
952964,2,60761
953579,2,102937
955435,1,85738
955952,2,42971
958544,2,98713
961074,1,73488
962306,2,15168
965421,2,36007
965879,2,60761
968179,2,95589
969476,2,96780
970652,2,92313
970731,2,26188
970733,2,392
972212,1,117700
972652,1,61337
975792,1,74660
978073,2,93623
980770,1,88039
980808,1,81394
980939,1,17443
981301,1,79152
983054,2,102247
985793,1,81364
985989,1,41021
986087,1,61821
987359,1,117700
988181,2,11698
988623,1,51816
991310,2,14065
993585,1,
993642,2,14357
996025,1,52458
996694,2,34218
1003009,1,61697
1007444,1,124343
1010235,2,83591
1012683,1,124250
1021947,1,26004
1022151,2,68587
1024282,1,77174
1024455,1,116112
1025372,1,10755
1027367,2,6521
1028138,1,41021
1028302,2,85421
1031122,2,126014
1032405,1,38055
1034573,1,116
1037452,1,25868
1041182,1,121606
1041644,1,108495
1042054,2,116
1042507,1,97010
1043899,1,11635
1044653,1,
1046993,1,77993
1049997,2,34824
1052940,2,48387
1053056,2,59303
1054057,1,128647
1056728,1,65670
1057569,2,128070
1058337,2,
1059047,1,99392
1059085,1,101375
1061943,2,62398
1062075,1,6068
1064213,1,74861
1065273,2,23921
1065283,2,38333
1065474,1,46011
1065814,1,109426
1066589,1,84916
1067457,1,116
1067781,1,34553
1068870,2,7536
1069066,1,11236
1070657,2,131872
1071013,1,109426
1071357,2,109426
1074240,1,70353
1075197,2,30829
1075603,1,72871
1075680,1,5777
1077772,1,3834
1081476,1,84478
1081581,2,1785
1082048,1,122840
1082938,2,4958
1084819,2,23354
1086428,1,131483
1088058,2,75517
1088481,1,128860
1088682,2,97385
1090218,1,134013
1091953,2,52443
1092600,1,109426
1095257,1,39036
1096526,1,64878
1098153,2,99389
1099428,2,24817
1101606,2,41983
1103304,2,26721
1103402,1,70353
1105109,2,15168
1105362,2,127269
1106240,1,109896
1106481,1,134046
1107309,1,22471
1108134,1,134063
1109497,2,7674
1109706,2,109426
1110015,2,47886
1110321,2,93623
1110547,1,109426
1111388,1,109426
1112735,2,16417
1115876,1,1968
1117411,2,16476
1117852,2,136829
1118086,2,24874
1123836,1,105035
1124810,1,
1125422,2,34935
1125762,1,109426
1126500,1,28558
1127044,2,8918
1128728,2,131872
1129144,2,8457
1130222,2,46642
1133306,1,137109
1134920,2,9787
1135251,2,128546
1138723,1,50189
1142874,1,127193
1143951,1,139010
1148172,2,48015
1148444,1,
1150262,2,137624
1154604,1,122238
1154935,1,78374
1155257,1,55747
1157567,1,76835
1159384,1,513369
1160498,1,117540
1160922,1,92156
1161297,1,131433
1161787,2,100754
1162558,2,17034
1162659,1,21126
1165092,2,100930
1165323,2,19540
1165717,2,13005
1167927,1,129164
1168248,2,99206
1170314,1,70880
1174048,2,2598
1174435,1,54964
1175398,2,100754
1176610,1,144373
1177308,1,79126
1179758,1,44852
1180115,1,142848
1180820,1,139138
1181586,2,17964
1182818,1,722
1188529,1,131958
1189377,2,48684
1190603,1,111307
1190833,1,109426
1191240,1,137109
1192452,2,18797
1192967,2,137273
1193660,1,68348
1199278,1,137608
1199839,2,3501
1201319,1,
1202183,1,
1203550,1,140765
1204313,1,137109
1205116,1,100785
1206029,2,7586
1210385,2,33271
1212758,1,74757
1214026,1,111015
1214293,1,117691
1218733,2,148870
1218900,1,
1220516,2,74311
1225710,1,67349
1229414,1,150564
1231233,1,
1231427,1,145573
1233471,2,5380
1238839,2,67258
1239512,1,120708
1241257,2,3118
1241514,1,396
1244028,1,141378
1244524,1,152286
1245389,1,
1248783,2,149392
1257964,1,142171
1258517,1,145506
1261194,2,80633
1264506,1,153580
1266133,1,147012
1266389,2,93306
1266847,1,
1267261,1,107158
1267521,2,91769
1267580,2,131273
1271367,1,155726
1271378,1,2260
1272742,1,93141
1274447,2,19563
1275496,1,156196
1278128,1,89818
1283302,1,137109
1283593,2,48553
1285076,1,159072
1285242,1,157416
1285547,1,99900
1291270,1,2075
1294152,1,38940
1294266,1,156455
1294742,2,151019
1295311,1,26227
1296916,2,140816
1297233,1,40120
1304868,1,309111
1306365,2,36175
1307845,1,121668
1308254,1,129001
1308399,1,117700
1310044,1,35634
1310120,2,67945
1311134,2,47161
1312447,2,21886
1316608,2,8677
1321180,1,15187
1321857,2,60761
1323402,2,97828
1330704,2,95382
1331178,1,150339
1333802,2,30225
1334725,1,58135
1335057,1,155733
1335851,1,25847
1335963,1,
1336565,2,49246
1337751,1,86259
1339367,1,152286
1339425,1,
1340427,1,39590
1341846,1,158288
1343536,1,103617
1344602,1,162208
1345849,1,151706
1345875,1,152286
1346558,1,164783
1351247,1,164148
1353443,2,13302
1354517,2,12855
1354524,1,21126
1356560,2,4007
1360124,2,5812
1360332,1,
1361340,1,4418
1361944,1,44643
1362851,2,16007
1364363,2,89872
1364721,1,26327
1364780,1,
1368608,2,102441
1369489,1,117700
1370297,2,7740
1370579,1,114874
1370588,1,135946
1373850,1,129164
1374914,1,168047
1376921,2,16007
1377922,1,151676
1380371,1,106797
1380378,1,164460
1381747,2,34596
1382273,1,40120
1383048,1,
1385843,1,103532
1387726,2,8946
1390202,1,70353
1391976,2,140816
1393316,2,145754
1393447,1,131231
1396133,1,114874
1396537,2,74815
1397547,1,27328
1398070,1,
1398604,1,75500
1399033,1,33584
1403213,1,171024
1406184,1,64734
1408261,1,161094
1408476,2,136829
1409374,1,149530
1410144,2,171991
1410214,2,5337
1411658,1,147226
1411978,2,118133
1413230,1,150290
1418578,1,107183
1423075,1,105878
1425222,1,
1429709,2,451475
1429869,2,149392
1430318,1,23553
1434059,1,169034
1434079,1,136279
1434144,1,161004
1435186,2,22194
1435245,1,76217
1438160,2,110105
1439632,1,
1440434,1,41718
1442660,1,171202
1443160,1,85597
1448733,2,62398
1449490,1,155175
1451925,1,172584
1452272,2,174335
1456236,1,121678
1457140,1,41012
1458280,1,
1461568,1,77779
1461624,2,3474
1466047,1,172938
1470011,1,178271
1470767,2,46058
1471457,2,82586
1472004,2,20553
1473343,2,3916
1476722,1,36848
1477931,2,177199
1478384,1,132061
1482986,1,68571
1486424,1,86611
1488092,2,47529
1488134,1,5831
1488370,1,161257
1490583,1,39489
1490988,1,67349
1491329,2,
1492430,1,181135
1492432,2,32632
1493142,2,26742
1493143,1,118268
1493330,2,81687
1498497,2,65223
1501235,1,149412
1505413,1,163921
1507167,2,69713
1507278,2,131368
1507790,1,120444
1508454,1,182448
1511175,1,
1512402,1,117104
1517372,1,51647
1519006,1,109305
1519734,2,29005
1521779,2,15168
1522386,1,
1523500,1,92692
1525335,1,40868
1526919,1,79126
1526940,1,183603
1529374,1,154186
1530806,1,35483
1532915,1,13700
1534804,1,135334
1534986,1,128463
1536072,2,6742
1539175,2,143938
1540943,1,112355
1544338,2,17964
1547923,1,152286
1553081,2,16909
1553400,2,147407
1557897,2,7536
1558208,1,
1558620,1,45603
1559936,2,57428
1564700,1,179364
1565510,1,112477
1565596,1,22996
1567310,1,149
1567576,2,111575
1568001,1,160966
1568412,1,183254
1569446,1,138933
1569484,1,152018
1572686,1,21734
1572687,1,53587
1573248,2,65223
1574522,1,104473
1574583,1,190843
1575995,2,97160
1578470,1,191255
1579846,1,123201
1583413,1,149045
1584353,2,77724
1591171,1,192471
1592592,2,20394
1592649,1,164299
1597284,2,143725
1597662,1,138882
1602880,1,184362
1605292,2,114664
1607368,1,94956
1608703,1,162252
1611065,1,195029
1611227,2,69755
1611727,1,
1613372,2,12030
1615657,1,195257
1619715,2,136666
1620400,1,27328
1620536,1,19956
1621131,1,99900
1622628,1,186334
1626042,1,192523
1631125,1,73198
1631450,1,87175
1632798,1,61625
1632995,2,144227
1633168,1,92587
1634163,2,2072
1637211,1,176170
1637314,2,70393
1638304,2,47886
1639331,1,183544
1639557,2,191731
1642097,1,195072
1642228,2,172261
1642840,2,198808
1647273,1,92272
1650218,1,
1655389,2,26428
1656484,1,199062
1658650,2,2974
1663880,1,99421
1668874,1,79126
1669524,2,190597
1676794,1,202978
1677104,2,73488
1678799,1,133466
1682261,1,183380
1687616,1,204791
1687831,2,176600
1688086,1,169277
1690893,1,205296
1691564,1,360224
1692615,2,7498
1693781,1,205142
1695014,1,82733
1695313,1,87361
1696074,1,206002
1697363,1,107156
1700072,1,136141
1700399,2,2988
1704433,2,194834
1705008,1,154011
1707380,1,200816
1709828,2,140223
1710070,1,42968
1710363,1,138601
1715131,1,342
1720350,1,157629
1721353,1,194351
1728493,2,21234
1730465,2,131368
1731499,1,
1732348,1,142233
1732595,2,9143
1736801,2,7581
1738098,2,157882
1738814,2,76217
1744204,2,212320
1745817,2,180659
1746250,2,209605
1747445,1,427741
1747517,1,212725
1747858,1,212744
1751048,1,180516
1752401,2,28494
1754931,2,213628
1755077,1,213656
1756839,1,64334
1759184,1,214105
1764473,1,26070
1764524,1,
1764843,1,190145
1766767,2,187291
1768016,1,215150
1768235,1,209260
1769140,1,196093
1769235,1,131024
1776676,1,31667
1777126,1,148636
1779501,2,24587
1781873,1,215234
1783596,2,2548
1785034,2,157
1785300,2,214240
1785571,1,132628
1788856,2,74939
1790574,2,
1790825,2,142434
1793676,2,212320
1796019,1,207999
1796621,2,810
1804068,1,219474
1806609,2,99323
1810255,1,205021
1810305,1,23572
1811148,1,200349
1812245,1,182250
1816476,2,165132
1819236,2,134633
1820565,1,221419
1821648,2,215650
1824127,1,217065
1826699,2,26479
1827718,2,82511
1830167,1,221552
1830783,2,209359
1831836,2,2902
1832573,2,209793
1834830,1,223109
1836156,2,157882
1838008,2,
1838674,1,57872
1838934,1,222622
1839087,2,69083
1840545,1,123415
1843380,2,171461
1844068,2,52626
1844377,2,179057
1844512,1,194389
1845573,1,205930
1845894,2,139985
1845995,2,212809
1848462,1,111843
1848610,2,11834
1848760,1,162273
1851634,1,60292
1858505,2,212700
1860288,1,
1865791,1,227016
1866529,2,100894
1867393,2,219703
1867708,1,217606
1869235,1,227389
1874635,2,188595
1874910,1,203736
1875258,1,72136
1881201,2,44330
1884094,1,152598
1884252,2,22656
1884902,2,3333
1884941,1,205521
1885758,1,128028
1889164,1,254044
1889698,1,229806
1892544,1,165260
1892610,1,226221
1892646,1,217065
1897186,1,230764
1899424,2,7193
1900173,2,22656
1901303,1,82541
1902991,2,1892
1905340,2,225313
1906719,1,227122
1907911,1,213060
1908471,2,5486
1909599,1,232325
1912422,1,194982
1914955,2,229697
1919817,2,
1920981,1,197574
1930618,1,65299
1930691,1,133753
1931518,2,8946
1932019,1,4653
1932371,2,216063
1932399,1,6340
1934593,1,235325
1940000,1,3501
1941212,1,217647
1941513,1,231435
1942730,1,59947
1943014,2,120278
1944789,1,179032
1945183,1,22996
1946624,2,120278
1947113,2,230454
1947185,1,224998
1950258,1,75500
1950763,1,237363
1951636,1,128800
1952160,1,227848
1953791,1,82880
1959438,1,236924
1959973,1,225033
1964152,1,238925
1965830,2,17034
1974980,1,209113
1975210,1,82017
1975849,1,238332
1978000,1,
1978385,1,137193
1979506,1,231957
1980182,1,217067
1982491,1,1150236
1985534,1,199525
1986071,2,115145
1986488,2,97337
1987224,2,20754
1987346,2,20670
1988033,1,240487
1988522,2,75761
1991641,1,105999
1992327,2,239599
1993637,1,213989
1994240,1,231917
1995852,2,23528
1996229,1,75500
1999382,1,39709
1999391,1,240005
1999445,1,230237
2001692,2,147463
2002150,2,1902010
2002167,2,18936
2005548,1,170005
2007556,2,242209
2010623,1,49478
2010800,1,244430
2014684,2,17034
2014805,2,13
2014827,1,243782
2017254,1,245161
2017270,1,223130
2019391,1,245408
2020006,2,78667
2022183,1,245737
2023158,2,26428
2023481,1,244932
2023664,1,76835
2024079,1,245967
2024371,1,245998
2025308,1,231677
2026824,1,11238
2027391,1,234435
2027725,1,217360
2031039,1,243782
2031070,1,178143
2033914,1,178143
2034238,2,115145
2037452,1,124339
2039953,1,133466
2040415,1,141302
2045175,1,74865
2046591,1,246935
2047122,1,214131
2050859,1,239452
2052505,1,249245
2053498,1,104507
2055546,1,176186
2055916,1,77993
2057045,1,51425
2061279,2,87234
2061741,2,17034
2062084,1,31385
2062276,1,220755
2062632,2,189416
2065391,1,202895
2069035,2,34397
2070532,2,17034
2071195,2,17034
2074939,1,251876
2079543,1,242976
2081072,1,230348
2084160,2,59111
2084791,1,187570
2084818,2,55377
2085761,1,157699
2087335,1,2726
2095298,1,254206
2095564,1,245625
2097075,2,1481472
2098006,1,254464
2106196,1,254504
2107982,2,113195
2109583,1,198729
2109782,1,35425
2111788,1,219743
2112149,2,157830
2113511,2,181765
2113570,1,99989
2116361,1,231999
2117168,2,115145
2117523,2,109538
2119223,1,
2120190,2,250260
2122090,2,246883
2122176,1,238779
2122734,2,185610
2124121,1,157027
2124713,2,181585
2129728,2,108359
2129807,2,235354
2130386,2,210719
2136108,1,258834
2136940,2,206367
2137547,2,35339
2137578,2,177758
2137611,2,258926
2137636,2,258250
2137791,2,230900
2142348,1,259544
2145988,1,171995
2148608,1,232798
2148626,1,260262
2149598,1,149399
2152525,2,208339
2153022,1,217065
2154494,1,260967
2157272,1,183528
2158675,1,215487
2158679,1,261428
2159338,1,240698
2164011,1,164743
2164629,1,262088
2166104,2,252828
2169764,2,135152
2176534,1,263495
2177590,1,184
2184108,1,217647
2185252,1,258334
2198538,2,47738
2199013,1,164230
2199399,1,146588
2203735,2,2548
2209995,2,65358
2212737,2,7872
2215601,1,179972
2216826,1,268117
2218115,1,1392690
2225943,1,268393
2226333,1,242763
2227854,2,129372
2229531,1,267892
2231504,1,
2231589,1,75500
2234030,1,257942
2239267,2,153285
2240193,2,188704
2240665,1,238030
2245035,1,81292
2246181,1,268577
2251481,1,1746300
2254176,1,178362
2256424,2,128165
2256945,1,169210
2259190,1,272560
2259440,1,51649
2261464,2,22118
2265268,2,26428
2267790,1,205642
2272483,1,52420
2272698,2,242897
2272979,2,272427
2273457,2,238779
2273589,1,52817
2274947,1,274581
2278598,1,274047
2279345,1,203468
2279628,1,275112
2280394,1,257705
2280696,2,117433
2280805,1,130417
2281217,1,275288
2281438,1,275299
2282862,2,36071
2283279,1,136428
2286133,2,229557
2289191,2,13
2292731,1,233087
2296572,1,240239
2298021,1,277084
2302595,1,275632
2303324,2,33686
2304125,1,163534
2304178,1,163534
2306544,1,273909
2307097,1,194528
2307473,2,179910
2309020,1,278446
2310391,2,1242
2310878,2,4727
2318847,2,24762
2318961,2,126014
2320234,1,185547
2321359,1,203802
2322557,1,52752
2326813,1,280392
2327118,1,173626
2329171,1,1977903
2331252,1,202292
2333016,1,281070
2334763,1,1340
2336332,2,124069
2336767,1,38360
2340610,1,258479
2340693,1,281917
2341890,1,22088
2345225,1,282403
2345384,1,282420
2347103,1,274685
2348293,1,234190
2349692,1,282909
2351294,2,13249
2351697,1,282712
2352979,2,40348
2355912,1,231572
2356925,1,421010
2356926,2,5445
2359484,1,99135
2360688,2,18393
2365425,1,67258
2366046,1,259465
2369673,1,259881
2371203,2,158483
2373976,1,372668
2376714,1,183467
2376921,2,134633
2377206,1,227848
2380561,1,79126
2380636,1,112100
2382988,1,280989
2386980,2,17034
2389797,1,235600
2391632,1,281945
2392520,1,284281
2395251,1,246160
2396427,2,138475
2397880,2,54200
2399731,1,175107
2400033,2,276101
2400622,1,264239
2401392,1,245552
2404663,1,174718
2404998,1,220825
2410665,1,266250
2412032,2,37507
2413034,1,283743
2413161,1,239837
2413861,1,219997
2416659,1,198729
2419487,2,2590
2420323,1,290904
2422770,1,278587
2422946,1,23414
2427240,1,160511
2427546,1,291758
2428776,2,157882
2431312,2,108348
2431720,1,268496
2434827,2,76337
2435180,2,64174
2437793,2,264271
2440380,2,276068
2445166,1,293699
2446623,2,124504
2448910,1,35589
2449456,1,427812
2449463,1,91769
2455497,2,15619
2455869,2,410636
2458436,1,295202
2459155,2,52626
2459165,1,
2460860,2,17034
2467724,1,46183
2467872,2,70604
2468318,1,254232
2471411,2,266268
2472281,1,3522
2476732,1,296635
2478984,1,256205
2480821,2,103167
2481243,1,291772
2481455,1,265521
2482893,2,268530
2485494,1,
2487407,2,226431
2487542,1,297975
2487658,1,245549
2490334,1,38146
2491068,1,287047
2492390,1,269246
2494219,2,274188
2494223,1,299214
2500349,2,279765
2502150,2,240857
