Id,UserId,Reputation,New,Low-Reputed,Established,Trusted,RollbackByOwner,,EditPrevilege,
148403,22764,6984,0,0,1,0,1,,1,
152022,7966,21,0,1,0,0,1,,0,
152284,5190,4686,0,0,1,0,1,,1,
153021,5189,418,0,1,0,0,1,,0,
154148,7894,41,0,1,0,0,1,,0,
154177,14533,109,0,1,0,0,1,,0,
154699,5469,1930,0,0,1,0,1,,0,
155480,7028,16733,0,0,1,0,1,,1,
157832,8151,807,0,1,0,0,1,,0,
159099,18038,126,0,1,0,0,1,,0,
159825,12281,15,0,1,0,0,1,,0,
161929,905,37414,0,0,0,1,1,,1,
162576,12870,107608,0,0,0,1,1,,1,
164447,15168,336152,0,0,0,1,1,,1,
164706,6897,1458,0,0,1,0,1,,0,
164706,6897,1458,0,0,1,0,1,,0,
165472,1175,4199,0,0,1,0,1,,1,
165572,3957,2002,0,0,1,0,1,,1,
166639,24805,31,0,1,0,0,1,,0,
167555,2915,74757,0,0,0,1,1,,1,
171784,893,420552,0,0,0,1,1,,1,
176002,4660,509,0,1,0,0,1,,0,
177112,9361,782,0,1,0,0,1,,0,
178162,951280,4629,0,0,1,0,1,,1,
179423,13913,1986,0,0,1,0,1,,0,
183907,2415,1137,0,0,1,0,1,,0,
185331,3528,1066,0,0,1,0,1,,0,
185544,233,37069,0,0,0,1,1,,1,
187453,94303,113,0,1,0,0,1,,0,
188331,2015,301,0,1,0,0,1,,0,
189013,9251,553,0,1,0,0,1,,0,
189252,17577,204,0,1,0,0,1,,0,
189694,3661,584,0,1,0,0,1,,0,
189791,25012,383,0,1,0,0,1,,0,
190748,4086,69377,0,0,0,1,1,,1,
192502,10755,6175,0,0,1,0,1,,1,
198550,8091,1286,0,0,1,0,1,,0,
199418,3467,5417,0,0,1,0,1,,1,
199418,3467,5417,0,0,1,0,1,,1,
199882,19468,1140,0,0,1,0,1,,0,
199918,6335,285,0,1,0,0,1,,0,
200439,26004,1941,0,0,1,0,1,,0,
201300,8446,74601,0,0,0,1,1,,1,
202534,685,5959,0,0,1,0,1,,1,
203193,4812,71,0,1,0,0,1,,0,
204777,8155,62896,0,0,0,1,1,,1,
207513,14540,365,0,1,0,0,1,,0,
209703,419,59668,0,0,0,1,1,,1,
213177,28558,19011,0,0,1,0,1,,1,
213531,14048,3552,0,0,1,0,1,,1,
215153,22656,521066,0,0,0,1,1,,1,
215244,18771,2160,0,0,1,0,1,,1,
217387,29442,1,1,0,0,0,1,,0,
218419,8155,87449,0,0,0,1,1,,1,
220991,6461,1819,0,0,1,0,1,,0,
222902,10755,10776,0,0,1,0,1,,1,
225597,20971,61,0,1,0,0,1,,0,
229113,3366,260,0,1,0,0,1,,0,
230823,7899,65,0,1,0,0,1,,0,
233636,26004,2243,0,0,1,0,1,,1,
238452,14089,3468,0,0,1,0,1,,1,
238522,13313,1900,0,0,1,0,1,,0,
241193,24181,2670,0,0,1,0,1,,1,
241274,4575,502,0,1,0,0,1,,0,
241274,4575,502,0,1,0,0,1,,0,
242225,31952,165,0,1,0,0,1,,0,
244110,305,5281,0,0,1,0,1,,1,
244439,3434,2653,0,0,1,0,1,,1,
247804,11354,660,0,1,0,0,1,,0,
248157,26004,2243,0,0,1,0,1,,1,
254273,26627,208,0,1,0,0,1,,0,
255006,19124,105,0,1,0,0,1,,0,
255785,13227,991,0,1,0,0,1,,0,
258728,20999,75,0,1,0,0,1,,0,
260125,23553,251,0,1,0,0,1,,0,
260235,5640,9287,0,0,1,0,1,,1,
263416,22656,1016415,0,0,0,1,1,,1,
264140,451867,113,0,1,0,0,1,,0,
266745,2548,1270,0,0,1,0,1,,0,
267483,1624,31,0,1,0,0,1,,0,
270632,9122,927,0,1,0,0,1,,0,
275091,1836,12935,0,0,1,0,1,,1,
275875,28532,26,0,1,0,0,1,,0,
276382,1043,5653,0,0,1,0,1,,1,
279966,27580,4289,0,0,1,0,1,,1,
280121,3415,5535,0,0,1,0,1,,1,
280667,3397,323,0,1,0,0,1,,0,
281383,35454,31,0,1,0,0,1,,0,
283492,10136,307,0,1,0,0,1,,0,
289040,17034,492448,0,0,0,1,1,,1,
289368,1030,8394,0,0,1,0,1,,1,
290000,727,516,0,1,0,0,1,,0,
292263,4857,1323,0,0,1,0,1,,0,
292324,10432,404,0,1,0,0,1,,0,
292359,893,619185,0,0,0,1,1,,1,
292785,25544,337,0,1,0,0,1,,0,
294848,16587,27510,0,0,0,1,1,,1,
297189,17034,326993,0,0,0,1,1,,1,
297637,17034,540896,0,0,0,1,1,,1,
299588,1694,4720,0,0,1,0,1,,1,
303283,15861,38489,0,0,0,1,1,,1,
305177,1246613,153,0,1,0,0,1,,0,
311628,18914,24689,0,0,0,1,1,,1,
311646,35364,31,0,1,0,0,1,,0,
312983,3885,317,0,1,0,0,1,,0,
314156,6309,9129,0,0,1,0,1,,1,
315590,40399,393,0,1,0,0,1,,0,
316166,14860,7323,0,0,1,0,1,,1,
319506,40876,41,0,1,0,0,1,,0,
322440,2424,67768,0,0,0,1,1,,1,
322926,41241,421,0,1,0,0,1,,0,
327381,14860,7691,0,0,1,0,1,,1,
327487,41780,11,0,1,0,0,1,,0,
328922,26004,2243,0,0,1,0,1,,1,
333143,4234,103,0,1,0,0,1,,0,
333406,40342,149331,0,0,0,1,1,,1,
333532,26396,391,0,1,0,0,1,,0,
334729,17235,721,0,1,0,0,1,,0,
336859,31569,56433,0,0,0,1,1,,1,
337006,21132,3343,0,0,1,0,1,,1,
339880,34590,299,0,1,0,0,1,,0,
340816,26566,156,0,1,0,0,1,,0,
343007,8946,34690,0,0,0,1,1,,1,
343274,191,1255,0,0,1,0,1,,0,
344249,43679,7,1,0,0,0,1,,0,
349094,11541,91,0,1,0,0,1,,0,
350177,26004,2243,0,0,1,0,1,,1,
350705,1463,3070,0,0,1,0,1,,1,
351600,8946,34000,0,0,0,1,1,,1,
352494,40342,186313,0,0,0,1,1,,1,
353497,34795,41,0,1,0,0,1,,0,
353611,19679,161959,0,0,0,1,1,,1,
354093,15031,1643,0,0,1,0,1,,0,
355813,28543,1191,0,0,1,0,1,,0,
357526,34859,55,0,1,0,0,1,,0,
359547,44084,68761,0,0,0,1,1,,1,
360887,44084,35648,0,0,0,1,1,,1,
364769,35092,83863,0,0,0,1,1,,1,
368192,1246613,269,0,1,0,0,1,,0,
370862,33708,2126,0,0,1,0,1,,1,
371637,1246613,269,0,1,0,0,1,,0,
374262,982,231,0,1,0,0,1,,0,
376551,12930,411,0,1,0,0,1,,0,
377631,17674,69,0,1,0,0,1,,0,
381157,42229,193,0,1,0,0,1,,0,
381274,22674,18405,0,0,1,0,1,,1,
384042,1965,13971,0,0,1,0,1,,1,
385095,27580,1333,0,0,1,0,1,,0,
385298,45963,73,0,1,0,0,1,,0,
387763,13936,532,0,1,0,0,1,,0,
388054,42404,1105,0,0,1,0,1,,0,
390302,19746,866,0,1,0,0,1,,0,
390852,15055,5822,0,0,1,0,1,,1,
392034,48915,11,0,1,0,0,1,,0,
392304,48181,165,0,1,0,0,1,,0,
392315,13502,1051,0,0,1,0,1,,0,
394041,26004,2243,0,0,1,0,1,,1,
395657,25295,3651,0,0,1,0,1,,1,
395886,13713,291,0,1,0,0,1,,0,
399616,1043,5653,0,0,1,0,1,,1,
399638,38813,380,0,1,0,0,1,,0,
400325,17034,308458,0,0,0,1,1,,1,
401132,6782,4594,0,0,1,0,1,,1,
404676,8047,1082,0,0,1,0,1,,0,
405507,36305,179592,0,0,0,1,1,,1,
406907,8047,1110,0,0,1,0,1,,0,
408029,9536,980,0,1,0,0,1,,0,
409765,5441,2319,0,0,1,0,1,,1,
410186,1053,1668,0,0,1,0,1,,0,
410497,41021,604,0,1,0,0,1,,0,
411058,50896,141,0,1,0,0,1,,0,
413819,16645,113,0,1,0,0,1,,0,
414755,2688,3526,0,0,1,0,1,,1,
414910,34218,28081,0,0,0,1,1,,1,
417384,16287,1119,0,0,1,0,1,,0,
419936,12091,972,0,1,0,0,1,,0,
420770,32641,41,0,1,0,0,1,,0,
421081,29173,719,0,1,0,0,1,,0,
421214,26671,621,0,1,0,0,1,,0,
422304,25416,1229,0,0,1,0,1,,0,
422424,37213,2133,0,0,1,0,1,,1,
422602,12476,1495,0,0,1,0,1,,0,
422602,12476,1495,0,0,1,0,1,,0,
426518,18437,5279,0,0,1,0,1,,1,
427034,356145,211,0,1,0,0,1,,0,
433426,6782,5127,0,0,1,0,1,,1,
436077,18255,49656,0,0,0,1,1,,1,
438029,10755,4414,0,0,1,0,1,,1,
438347,54491,380,0,1,0,0,1,,0,
441264,47630,397,0,1,0,0,1,,0,
449237,392,4924,0,0,1,0,1,,1,
450009,42475,639,0,1,0,0,1,,0,
454271,26004,2243,0,0,1,0,1,,1,
454271,26004,1941,0,0,1,0,1,,0,
464677,52711,85,0,1,0,0,1,,0,
472437,26056,734,0,1,0,0,1,,0,
477399,47984,32088,0,0,0,1,1,,1,
478182,48015,2215,0,0,1,0,1,,1,
481147,44673,558,0,1,0,0,1,,0,
481381,17560,1334,0,0,1,0,1,,0,
483306,1995476,409,0,1,0,0,1,,0,
484266,48465,923,0,1,0,0,1,,0,
491566,4406,582,0,1,0,0,1,,0,
492387,29505,1056,0,0,1,0,1,,0,
493014,44330,135477,0,0,0,1,1,,1,
495511,60281,49180,0,0,0,1,1,,1,
497423,1557,268,0,1,0,0,1,,0,
497590,4007,18348,0,0,1,0,1,,1,
505305,337,2067,0,0,1,0,1,,1,
505703,46914,2823,0,0,1,0,1,,1,
505845,57465,739,0,1,0,0,1,,0,
506366,61838,331,0,1,0,0,1,,0,
507727,42136,681,0,1,0,0,1,,0,
507727,42136,681,0,1,0,0,1,,0,
510357,49701,1963,0,0,1,0,1,,0,
511641,30453,945,0,1,0,0,1,,0,
518192,19679,161959,0,0,0,1,1,,1,
518469,40906,366,0,1,0,0,1,,0,
521422,20498,911,0,1,0,0,1,,0,
521700,45916,11613,0,0,1,0,1,,1,
528447,8155,10701,0,0,1,0,1,,1,
529119,1288,157089,0,0,0,1,1,,1,
536523,49942,5407,0,0,1,0,1,,1,
538163,17614,553,0,1,0,0,1,,0,
538193,1559,5228,0,0,1,0,1,,1,
541558,3333,14816,0,0,1,0,1,,1,
542975,17028,6190,0,0,1,0,1,,1,
544597,6007,412,0,1,0,0,1,,0,
550787,58521,351,0,1,0,0,1,,0,
551303,18393,11479,0,0,1,0,1,,1,
564092,5314,35989,0,0,0,1,1,,1,
565425,67381,463,0,1,0,0,1,,0,
566006,2915,15535,0,0,1,0,1,,1,
568290,23354,32582,0,0,0,1,1,,1,
569209,267,14318,0,0,1,0,1,,1,
572206,60628,1456,0,0,1,0,1,,0,
572897,58961,48100,0,0,0,1,1,,1,
572996,48015,49383,0,0,0,1,1,,1,
573332,56739,5743,0,0,1,0,1,,1,
574971,45433,70880,0,0,0,1,1,,1,
581838,24874,1894,0,0,1,0,1,,0,
582241,17034,787120,0,0,0,1,1,,1,
582553,730,1360,0,0,1,0,1,,0,
585064,70727,13,0,1,0,0,1,,0,
585897,22656,914605,0,0,0,1,1,,1,
587441,2915,16844,0,0,1,0,1,,1,
587444,2915,16462,0,0,1,0,1,,1,
587444,2915,16844,0,0,1,0,1,,1,
587771,68507,367,0,1,0,0,1,,0,
590215,23354,34034,0,0,0,1,1,,1,
590579,4279,8435,0,0,1,0,1,,1,
598203,46821,1086,0,0,1,0,1,,0,
598207,5018,157,0,1,0,0,1,,0,
599048,14731,872,0,1,0,0,1,,0,
604162,69671,86,0,1,0,0,1,,0,
607059,17744,4914,0,0,1,0,1,,1,
611492,55164,1055,0,0,1,0,1,,0,
611492,55164,1055,0,0,1,0,1,,0,
619028,45704,424,0,1,0,0,1,,0,
620832,18771,15686,0,0,1,0,1,,1,
622227,11995,2232,0,0,1,0,1,,1,
630071,419,9413,0,0,1,0,1,,1,
631233,383,6029,0,0,1,0,1,,1,
631839,12716,3123,0,0,1,0,1,,1,
632304,419,9413,0,0,1,0,1,,1,
632396,419,9413,0,0,1,0,1,,1,
632477,19273,901,0,1,0,0,1,,0,
633616,1200558,3051,0,0,1,0,1,,1,
633716,68939,18921,0,0,1,0,1,,1,
634389,6521,13643,0,0,1,0,1,,1,
634497,34065,3313,0,0,1,0,1,,1,
638050,56541,46859,0,0,0,1,1,,1,
646468,40002,4809,0,0,1,0,1,,1,
646644,41718,10245,0,0,1,0,1,,1,
649555,73681,691,0,1,0,0,1,,0,
650098,74842,1959,0,0,1,0,1,,0,
653504,71713,71,0,1,0,0,1,,0,
654285,73794,834,0,1,0,0,1,,0,
654393,41308,565,0,1,0,0,1,,0,
655762,78830,23,0,1,0,0,1,,0,
655963,419,10133,0,0,1,0,1,,1,
658868,29553,369,0,1,0,0,1,,0,
659377,58013,45,0,1,0,0,1,,0,
659677,39992,6952,0,0,1,0,1,,1,
660792,45912,155,0,1,0,0,1,,0,
661834,35483,109,0,1,0,0,1,,0,
665021,66516,40398,0,0,0,1,1,,1,
667368,78720,20751,0,0,0,1,1,,1,
668471,54420,3870,0,0,1,0,1,,1,
671905,460006,51,0,1,0,0,1,,0,
673128,81378,11,0,1,0,0,1,,0,
674400,19464,1068,0,0,1,0,1,,0,
674458,50145,327,0,1,0,0,1,,0,
677976,81767,462,0,1,0,0,1,,0,
678206,29043,6737,0,0,1,0,1,,1,
684526,76309,61,0,1,0,0,1,,0,
685726,60711,6208,0,0,1,0,1,,1,
687953,63378,254,0,1,0,0,1,,0,
693149,66692,8464,0,0,1,0,1,,1,
693149,66692,8464,0,0,1,0,1,,1,
693149,66692,8464,0,0,1,0,1,,1,
696345,38403,5526,0,0,1,0,1,,1,
698301,1782,57316,0,0,0,1,1,,1,
705992,15890,99,0,1,0,0,1,,0,
706483,78053,670,0,1,0,0,1,,0,
707447,85897,25,0,1,0,0,1,,0,
710179,20770,1277,0,0,1,0,1,,0,
710978,2915,19132,0,0,1,0,1,,1,
714751,15880,4858,0,0,1,0,1,,1,
719048,36305,89117,0,0,0,1,1,,1,
722251,36305,209827,0,0,0,1,1,,1,
722345,2441,475,0,1,0,0,1,,0,
722870,66692,10370,0,0,1,0,1,,1,
724976,230,2109,0,0,1,0,1,,1,
725840,88068,1,1,0,0,0,1,,0,
727223,65868,26682,0,0,0,1,1,,1,
728694,35881,21593,0,0,0,1,1,,1,
730465,3474,205414,0,0,0,1,1,,1,
732485,57757,731,0,1,0,0,1,,0,
734031,61989,1450,0,0,1,0,1,,0,
734942,86404,1480,0,0,1,0,1,,0,
735863,32632,96640,0,0,0,1,1,,1,
738059,20712,633,0,1,0,0,1,,0,
739507,1053,4030,0,0,1,0,1,,1,
743810,3737,2162,0,0,1,0,1,,1,
747238,58521,903,0,1,0,0,1,,0,
748534,60711,9993,0,0,1,0,1,,1,
748534,60711,9993,0,0,1,0,1,,1,
749320,47453,50801,0,0,0,1,1,,1,
749653,6682,29296,0,0,0,1,1,,1,
752039,60711,10223,0,0,1,0,1,,1,
762162,23294,985,0,1,0,0,1,,0,
770560,18941,4808,0,0,1,0,1,,1,
772699,14065,13614,0,0,1,0,1,,1,
779003,64105,5972,0,0,1,0,1,,1,
780469,9021,17952,0,0,1,0,1,,1,
783270,2915,24303,0,0,0,1,1,,1,
794765,30155,37397,0,0,0,1,1,,1,
801670,57757,2395,0,0,1,0,1,,1,
801670,57757,2395,0,0,1,0,1,,1,
803435,59468,71,0,1,0,0,1,,0,
808367,3474,222912,0,0,0,1,1,,1,
810744,98264,497,0,1,0,0,1,,0,
810829,39277,522,0,1,0,0,1,,0,
817918,77449,353,0,1,0,0,1,,0,
817926,69689,19344,0,0,1,0,1,,1,
828406,22656,877919,0,0,0,1,1,,1,
835387,91769,1469,0,0,1,0,1,,0,
836379,16426,4347,0,0,1,0,1,,1,
837501,74015,23056,0,0,0,1,1,,1,
839267,71394,637,0,1,0,0,1,,0,
858442,47645,1368,0,0,1,0,1,,0,
861574,48311,1191,0,0,1,0,1,,0,
870578,86860,9557,0,0,1,0,1,,1,
871938,53892,537,0,1,0,0,1,,0,
874131,267,18727,0,0,1,0,1,,1,
884393,109426,269,0,1,0,0,1,,0,
886161,26004,2345,0,0,1,0,1,,1,
886315,109367,126,0,1,0,0,1,,0,
886728,7872,23689,0,0,0,1,1,,1,
886979,22656,1024251,0,0,0,1,1,,1,
887985,993,1230,0,0,1,0,1,,0,
888817,39808,946,0,1,0,0,1,,0,
888838,7028,22823,0,0,0,1,1,,1,
890184,20774,1694,0,0,1,0,1,,0,
893167,35483,1589,0,0,1,0,1,,0,
893824,109426,392,0,1,0,0,1,,0,
894207,82187,5868,0,0,1,0,1,,1,
903996,40240,270,0,1,0,0,1,,0,
905891,5742,4483,0,0,1,0,1,,1,
910393,109426,209,0,1,0,0,1,,0,
911726,109426,209,0,1,0,0,1,,0,
912256,92396,203,0,1,0,0,1,,0,
912662,42024,8800,0,0,1,0,1,,1,
912662,42024,7398,0,0,1,0,1,,1,
916745,16522,3679,0,0,1,0,1,,1,
916864,72247,6795,0,0,1,0,1,,1,
917646,7867,10734,0,0,1,0,1,,1,
919134,70581,129,0,1,0,0,1,,0,
924285,45935,23259,0,0,0,1,1,,1,
926971,83809,11860,0,0,1,0,1,,1,
930361,110565,17,0,1,0,0,1,,0,
938744,113570,1003,0,0,1,0,1,,0,
939706,109426,450,0,1,0,0,1,,0,
941293,26004,3011,0,0,1,0,1,,1,
948224,17172,47528,0,0,0,1,1,,1,
948575,44562,22735,0,0,0,1,1,,1,
948785,11410,14997,0,0,1,0,1,,1,
950486,106245,11,0,1,0,0,1,,0,
952964,60761,182258,0,0,0,1,1,,1,
953579,102937,2305,0,0,1,0,1,,1,
953579,102937,2305,0,0,1,0,1,,1,
955952,42971,3394,0,0,1,0,1,,1,
958544,98713,1845,0,0,1,0,1,,0,
961074,73488,32578,0,0,0,1,1,,1,
962306,15168,151953,0,0,0,1,1,,1,
965879,60761,190248,0,0,0,1,1,,1,
969476,96780,17361,0,0,1,0,1,,1,
970652,92313,28117,0,0,0,1,1,,1,
970731,26188,1646,0,0,1,0,1,,0,
970733,392,7520,0,0,1,0,1,,1,
972212,117700,7363,0,0,1,0,1,,1,
972652,61337,1424,0,0,1,0,1,,0,
972652,61337,1424,0,0,1,0,1,,0,
978073,93623,5325,0,0,1,0,1,,1,
980939,17443,1237,0,0,1,0,1,,0,
987359,117700,7467,0,0,1,0,1,,1,
988181,11698,4152,0,0,1,0,1,,1,
993642,14357,12972,0,0,1,0,1,,1,
996025,52458,2965,0,0,1,0,1,,1,
1003009,61697,562,0,1,0,0,1,,0,
1010235,83591,1334,0,0,1,0,1,,0,
1022151,68587,142190,0,0,0,1,1,,1,
1024282,77174,101,0,1,0,0,1,,0,
1025372,10755,17893,0,0,1,0,1,,1,
1032405,38055,3394,0,0,1,0,1,,1,
1034573,116,13307,0,0,1,0,1,,1,
1041182,121606,103,0,1,0,0,1,,0,
1042054,116,13517,0,0,1,0,1,,1,
1042507,97010,750,0,1,0,0,1,,0,
1049997,34824,1772,0,0,1,0,1,,0,
1053056,59303,4164,0,0,1,0,1,,1,
1057569,128070,437,0,1,0,0,1,,0,
1057569,128070,437,0,1,0,0,1,,0,
1059047,99392,182,0,1,0,0,1,,0,
1059085,101375,3,1,0,0,0,1,,0,
1061943,62398,1701,0,0,1,0,1,,0,
1064213,74861,707,0,1,0,0,1,,0,
1065814,109426,392,0,1,0,0,1,,0,
1067457,116,13307,0,0,1,0,1,,1,
1067781,34553,6029,0,0,1,0,1,,1,
1068870,7536,19260,0,0,1,0,1,,1,
1070657,131872,11,0,1,0,0,1,,0,
1071013,109426,410,0,1,0,0,1,,0,
1071357,109426,410,0,1,0,0,1,,0,
1074240,70353,2305,0,0,1,0,1,,1,
1081476,84478,1598,0,0,1,0,1,,0,
1082938,4958,17509,0,0,1,0,1,,1,
1084819,23354,69397,0,0,0,1,1,,1,
1086428,131483,103,0,1,0,0,1,,0,
1088058,75517,11471,0,0,1,0,1,,1,
1092600,109426,645,0,1,0,0,1,,0,
1095257,39036,3770,0,0,1,0,1,,1,
1096526,64878,6092,0,0,1,0,1,,1,
1099428,24817,719,0,1,0,0,1,,0,
1101606,41983,688,0,1,0,0,1,,0,
1103304,26721,1122,0,0,1,0,1,,0,
1103402,70353,2305,0,0,1,0,1,,1,
1105109,15168,567517,0,0,0,1,1,,1,
1105362,127269,2299,0,0,1,0,1,,1,
1106240,109896,83,0,1,0,0,1,,0,
1106481,134046,169,0,1,0,0,1,,0,
1107309,22471,2155,0,0,1,0,1,,1,
1109497,7674,956,0,1,0,0,1,,0,
1109706,109426,502,0,1,0,0,1,,0,
1110015,47886,728,0,1,0,0,1,,0,
1110321,93623,8169,0,0,1,0,1,,1,
1110321,93623,8169,0,0,1,0,1,,1,
1110547,109426,464,0,1,0,0,1,,0,
1111388,109426,464,0,1,0,0,1,,0,
1112735,16417,33803,0,0,0,1,1,,1,
1115876,1968,157726,0,0,0,1,1,,1,
1117411,16476,6507,0,0,1,0,1,,1,
1117852,136829,3490,0,0,1,0,1,,1,
1118086,24874,150483,0,0,0,1,1,,1,
1125762,109426,502,0,1,0,0,1,,0,
1126500,28558,10619,0,0,1,0,1,,1,
1128728,131872,204689,0,0,0,1,1,,1,
1129144,8457,6501,0,0,1,0,1,,1,
1130222,46642,85967,0,0,0,1,1,,1,
1135251,128546,5376,0,0,1,0,1,,1,
1143951,139010,189173,0,0,0,1,1,,1,
1148172,48015,6889,0,0,1,0,1,,1,
1150262,137624,359,0,1,0,0,1,,0,
1155257,55747,6346,0,0,1,0,1,,1,
1161787,100754,6770,0,0,1,0,1,,1,
1162558,17034,729118,0,0,0,1,1,,1,
1165323,19540,13968,0,0,1,0,1,,1,
1165717,13005,15135,0,0,1,0,1,,1,
1167927,129164,334,0,1,0,0,1,,0,
1170314,70880,195,0,1,0,0,1,,0,
1174048,2598,10654,0,0,1,0,1,,1,
1175398,100754,81904,0,0,0,1,1,,1,
1176610,144373,357,0,1,0,0,1,,0,
1177308,79126,471,0,1,0,0,1,,0,
1180115,142848,1523,0,0,1,0,1,,0,
1181586,17964,37442,0,0,0,1,1,,1,
1188529,131958,77,0,1,0,0,1,,0,
1190603,111307,823,0,1,0,0,1,,0,
1190833,109426,600,0,1,0,0,1,,0,
1199839,3501,40480,0,0,0,1,1,,1,
1203550,140765,21,0,1,0,0,1,,0,
1205116,100785,13,0,1,0,0,1,,0,
1206029,7586,93839,0,0,0,1,1,,1,
1210385,33271,1134,0,0,1,0,1,,0,
1214026,111015,197,0,1,0,0,1,,0,
1218733,148870,320480,0,0,0,1,1,,1,
1220516,74311,4266,0,0,1,0,1,,1,
1229414,150564,53,0,1,0,0,1,,0,
1231427,145573,5,1,0,0,0,1,,0,
1233471,5380,15770,0,0,1,0,1,,1,
1238839,67258,2031,0,0,1,0,1,,1,
1241514,396,2791,0,0,1,0,1,,1,
1248783,149392,33702,0,0,0,1,1,,1,
1261194,80633,2861,0,0,1,0,1,,1,
1266133,147012,1396,0,0,1,0,1,,0,
1266389,93306,2353,0,0,1,0,1,,1,
1267261,107158,87,0,1,0,0,1,,0,
1267521,91769,427,0,1,0,0,1,,0,
1274447,19563,431967,0,0,0,1,1,,1,
1275496,156196,769,0,1,0,0,1,,0,
1278128,89818,745,0,1,0,0,1,,0,
1283593,48553,12447,0,0,1,0,1,,1,
1285076,159072,803,0,1,0,0,1,,0,
1285242,157416,19,0,1,0,0,1,,0,
1294152,38940,1170,0,0,1,0,1,,0,
1294742,151019,26876,0,0,0,1,1,,1,
1296916,140816,726,0,1,0,0,1,,0,
1306365,36175,1978,0,0,1,0,1,,0,
1307845,121668,87,0,1,0,0,1,,0,
1308399,117700,25584,0,0,0,1,1,,1,
1310044,35634,26159,0,0,0,1,1,,1,
1311134,47161,14966,0,0,1,0,1,,1,
1312447,21886,20310,0,0,0,1,1,,1,
1321857,60761,196797,0,0,0,1,1,,1,
1323402,97828,5860,0,0,1,0,1,,1,
1331178,150339,27016,0,0,0,1,1,,1,
1333802,30225,50547,0,0,0,1,1,,1,
1334725,58135,442,0,1,0,0,1,,0,
1335057,155733,13,0,1,0,0,1,,0,
1335851,25847,62015,0,0,0,1,1,,1,
1336565,49246,36374,0,0,0,1,1,,1,
1337751,86259,1565,0,0,1,0,1,,0,
1340427,39590,824,0,1,0,0,1,,0,
1341846,158288,54,0,1,0,0,1,,0,
1344602,162208,41,0,1,0,0,1,,0,
