Id,UserId,Reputation,New,Low-Reputed,Established,Trusted,RollbackByOwner,,EditPrevilege,,
632263,5640,6459,0,0,1,0,0,,,,
632263,419,9413,0,0,1,0,0,,,,
632881,103167,67319,0,0,0,1,0,,,,
633928,24181,15199,0,0,1,0,0,,,,
638314,5640,6491,0,0,1,0,0,,,,
644073,355230,52812,0,0,0,1,0,,,,
645916,24181,15699,0,0,1,0,0,,,,
651923,26004,2039,0,0,1,0,0,,,,
655340,16417,9623,0,0,1,0,0,,,,
660801,57752,4338,0,0,1,0,0,,,,
662248,1204143,94164,0,0,0,1,0,,,,
668064,38426,5907,0,0,1,0,0,,,,
669887,5640,6841,0,0,1,0,0,,,,
673626,5640,6841,0,0,1,0,0,,,,
674382,19635,6454,0,0,1,0,0,,,,
681200,479156,2693,0,0,1,0,0,,,,
682559,32465,2300,0,0,1,0,0,,,,
684679,1767412,10535,0,0,1,0,0,,,,
685894,1043380,4721,0,0,1,0,0,,,,
686439,3250829,60936,0,0,0,1,0,,,,
686439,3250829,60936,0,0,0,1,0,,,,
688889,1,9055,0,0,1,0,0,,,,
690015,39992,7886,0,0,1,0,0,,,,
692671,5640,7106,0,0,1,0,0,,,,
697628,16587,6957,0,0,1,0,0,,,,
702614,2548,44641,0,0,0,1,0,,,,
702830,5640,7134,0,0,1,0,0,,,,
708782,1288,57404,0,0,0,1,0,,,,
709473,31284,6510,0,0,1,0,0,,,,
711920,40347,5640,0,0,1,0,0,,,,
713763,5640,7142,0,0,1,0,0,,,,
716418,32465,2932,0,0,1,0,0,,,,
719474,1783619,25299,0,0,0,1,0,,,,
719502,44389,3681,0,0,1,0,0,,,,
730576,14444,3522,0,0,1,0,0,,,,
731057,18515,2457,0,0,1,0,0,,,,
736029,216074,164447,0,0,0,1,0,,,,
739561,2581872,3535,0,0,1,0,0,,,,
751944,4200,8604,0,0,1,0,0,,,,
753168,811,14777,0,0,1,0,0,,,,
754064,578411,17612,0,0,1,0,0,,,,
755944,52443,3827,0,0,1,0,0,,,,
759284,1458648,3690,0,0,1,0,0,,,,
770560,2915,20145,0,0,0,1,0,,,,
770560,32465,5028,0,0,1,0,0,,,,
771143,53718,4519,0,0,1,0,0,,,,
777711,106224,150880,0,0,0,1,0,,,,
779946,1240557,3085,0,0,1,0,0,,,,
803801,56338,5590,0,0,1,0,0,,,,
804870,967840,2483,0,0,1,0,0,,,,
812093,1486014,119,0,1,0,0,0,,,,
812549,55747,2504,0,0,1,0,0,,,,
832059,1156119,7244,0,0,1,0,0,,,,
834270,1402846,4635,0,0,1,0,0,,,,
840648,38971,4291,0,0,1,0,0,,,,
841293,60761,155387,0,0,0,1,0,,,,
842520,14860,31994,0,0,0,1,0,,,,
846421,366904,170428,0,0,0,1,0,,,,
849458,151019,18332,0,0,1,0,0,,,,
853407,24587,5978,0,0,1,0,0,,,,
855132,2377343,15982,0,0,1,0,0,,,,
858432,13531,11493,0,0,1,0,0,,,,
865152,5640,7340,0,0,1,0,0,,,,
865871,33213,17752,0,0,1,0,0,,,,
867101,23897,24967,0,0,0,1,0,,,,
883118,5640,7453,0,0,1,0,0,,,,
884393,23921,4910,0,0,1,0,0,,,,
885069,83871,4088,0,0,1,0,0,,,,
889381,12855,5159,0,0,1,0,0,,,,
889737,5640,7806,0,0,1,0,0,,,,
893824,5640,8000,0,0,1,0,0,,,,
900461,1402846,4953,0,0,1,0,0,,,,
905891,6296561,12421,0,0,1,0,0,,,,
910374,893,94085,0,0,0,1,0,,,,
918518,5640,8224,0,0,1,0,0,,,,
918913,45382,8408,0,0,1,0,0,,,,
925734,1790,6350,0,0,1,0,0,,,,
939206,59303,99743,0,0,0,1,0,,,,
939206,792066,3824,0,0,1,0,0,,,,
943417,100175,15641,0,0,1,0,0,,,,
943417,100175,15641,0,0,1,0,0,,,,
943417,100175,15641,0,0,1,0,0,,,,
945842,6521,17780,0,0,1,0,0,,,,
945864,1033581,15764,0,0,1,0,0,,,,
947485,1033581,15764,0,0,1,0,0,,,,
949443,139746,21404,0,0,0,1,0,,,,
955435,1699210,20151,0,0,0,1,0,,,,
965421,19679,161959,0,0,0,1,0,,,,
968179,75500,7150,0,0,1,0,0,,,,
975792,1033581,15764,0,0,1,0,0,,,,
980770,22459,13748,0,0,1,0,0,,,,
980808,2469,4033,0,0,1,0,0,,,,
981301,5640,7740,0,0,1,0,0,,,,
983054,34211,22885,0,0,0,1,0,,,,
985793,578411,17612,0,0,1,0,0,,,,
985989,61989,3497,0,0,1,0,0,,,,
986087,21038,2346,0,0,1,0,0,,,,
988623,5640,7796,0,0,1,0,0,,,,
991310,560648,101859,0,0,0,1,0,,,,
996694,1849664,6510,0,0,1,0,0,,,,
1007444,36388,3058,0,0,1,0,0,,,,
1012683,364696,17305,0,0,1,0,0,,,,
1021947,5640,7980,0,0,1,0,0,,,,
1024455,208880,27594,0,0,0,1,0,,,,
1027367,2688027,2693,0,0,1,0,0,,,,
1028138,164901,7009,0,0,1,0,0,,,,
1028302,16853,4057,0,0,1,0,0,,,,
1031122,23354,65652,0,0,0,1,0,,,,
1037452,1033581,15764,0,0,1,0,0,,,,
1041644,578411,17612,0,0,1,0,0,,,,
1043899,12855,14448,0,0,1,0,0,,,,
1046993,106224,107965,0,0,0,1,0,,,,
1052940,21461,6843,0,0,1,0,0,,,,
1054057,70616,2992,0,0,1,0,0,,,,
1056728,1126551,549,0,1,0,0,0,,,,
1062075,71059,43336,0,0,0,1,0,,,,
1065273,151019,20052,0,0,0,1,0,,,,
1065283,422353,3357,0,0,1,0,0,,,,
1065474,21234,5802,0,0,1,0,0,,,,
1066589,3453226,2624,0,0,1,0,0,,,,
1069066,369,60272,0,0,0,1,0,,,,
1071013,5640,8074,0,0,1,0,0,,,,
1075197,1,12061,0,0,1,0,0,,,,
1075603,168175,56796,0,0,0,1,0,,,,
1075680,5640,8066,0,0,1,0,0,,,,
1077772,560648,52057,0,0,0,1,0,,,,
1081581,829835,12396,0,0,1,0,0,,,,
1081581,829835,12396,0,0,1,0,0,,,,
1082048,246246,37551,0,0,0,1,0,,,,
1088481,224671,46684,0,0,0,1,0,,,,
1088682,98786,2314,0,0,1,0,0,,,,
1090218,38813,2357,0,0,1,0,0,,,,
1091953,19068,520881,0,0,0,1,0,,,,
1092600,5640,8513,0,0,1,0,0,,,,
1098153,1341535,3078,0,0,1,0,0,,,,
1108134,6521,20730,0,0,0,1,0,,,,
1123836,119081,3451,0,0,1,0,0,,,,
1125422,93306,6647,0,0,1,0,0,,,,
1127044,19679,135450,0,0,0,1,0,,,,
1133306,5640,13142,0,0,1,0,0,,,,
1134920,4228,2599,0,0,1,0,0,,,,
1138723,142162,50815,0,0,0,1,0,,,,
1142874,19254,2585,0,0,1,0,0,,,,
1154604,53114,23376,0,0,0,1,0,,,,
1154935,1371329,2536,0,0,1,0,0,,,,
1157567,471272,52913,0,0,0,1,0,,,,
1159384,33226,6192,0,0,1,0,0,,,,
1160498,1445366,12184,0,0,1,0,0,,,,
1160922,17034,729118,0,0,0,1,0,,,,
1161297,13531,18006,0,0,1,0,0,,,,
1162659,578411,17612,0,0,1,0,0,,,,
1165092,334849,13215,0,0,1,0,0,,,,
1168248,116,13517,0,0,1,0,0,,,,
1174435,12855,7643,0,0,1,0,0,,,,
1179758,19679,161117,0,0,0,1,0,,,,
1180820,30461,9828,0,0,1,0,0,,,,
1182818,64964,127,0,1,0,0,0,,,,
1189377,366904,170428,0,0,0,1,0,,,,
1191240,18192,4381,0,0,1,0,0,,,,
1192452,1159478,37427,0,0,0,1,0,,,,
1192967,387076,15658,0,0,1,0,0,,,,
1193660,1348709,5835,0,0,1,0,0,,,,
1199278,142162,13999,0,0,1,0,0,,,,
1204313,560648,187789,0,0,0,1,0,,,,
1212758,4099593,31975,0,0,0,1,0,,,,
1214293,578411,17612,0,0,1,0,0,,,,
1225710,23897,24967,0,0,0,1,0,,,,
1229414,12855,28254,0,0,0,1,0,,,,
1239512,472495,13236,0,0,1,0,0,,,,
1241257,444991,44523,0,0,0,1,0,,,,
1244028,426671,111672,0,0,0,1,0,,,,
1244524,578411,17612,0,0,1,0,0,,,,
1257964,13295,4112,0,0,1,0,0,,,,
1258517,540162,2918,0,0,1,0,0,,,,
1264506,2766176,16680,0,0,1,0,0,,,,
1266133,168868,29707,0,0,0,1,0,,,,
1267580,1835379,27665,0,0,0,1,0,,,,
1271367,787480,18314,0,0,1,0,0,,,,
1271378,1276341,2719,0,0,1,0,0,,,,
1272742,578411,17612,0,0,1,0,0,,,,
1283302,1505939,112767,0,0,0,1,0,,,,
1285547,1033581,15764,0,0,1,0,0,,,,
1291270,1402846,7629,0,0,1,0,0,,,,
1294266,21926,7898,0,0,1,0,0,,,,
1295311,1337,3810,0,0,1,0,0,,,,
1297233,149392,2775,0,0,1,0,0,,,,
1304868,115866,4733,0,0,1,0,0,,,,
1308254,964243,19609,0,0,1,0,0,,,,
1310120,2377343,25101,0,0,0,1,0,,,,
1316608,3453226,2708,0,0,1,0,0,,,,
1316608,3453226,2708,0,0,1,0,0,,,,
1321180,578411,17612,0,0,1,0,0,,,,
1330704,20654,14255,0,0,1,0,0,,,,
1339367,578411,17612,0,0,1,0,0,,,,
1343536,23354,83559,0,0,0,1,0,,,,
1345875,578411,17612,0,0,1,0,0,,,,
1346558,471272,52913,0,0,0,1,0,,,,
1354524,578411,17612,0,0,1,0,0,,,,
1356560,209,4113,0,0,1,0,0,,,,
1361944,578411,17612,0,0,1,0,0,,,,
1362851,1583,347671,0,0,0,1,0,,,,
1370579,578411,17612,0,0,1,0,0,,,,
1370588,578411,17612,0,0,1,0,0,,,,
1373850,5640,8626,0,0,1,0,0,,,,
1376921,1583,347671,0,0,0,1,0,,,,
1377922,1288,175889,0,0,0,1,0,,,,
1380371,472495,14189,0,0,1,0,0,,,,
1380378,578411,17612,0,0,1,0,0,,,,
1382273,87234,7450,0,0,1,0,0,,,,
1391976,19679,120420,0,0,0,1,0,,,,
1396133,578411,17612,0,0,1,0,0,,,,
1396537,1968,128800,0,0,0,1,0,,,,
1397547,578411,17612,0,0,1,0,0,,,,
1398604,60761,12495,0,0,1,0,0,,,,
1403213,59303,78625,0,0,0,1,0,,,,
1410214,426894,10606,0,0,1,0,0,,,,
1411658,12855,9927,0,0,1,0,0,,,,
1413230,811,21542,0,0,0,1,0,,,,
1418578,584518,19569,0,0,1,0,0,,,,
1423075,578411,17612,0,0,1,0,0,,,,
1429869,4028085,6381,0,0,1,0,0,,,,
1434144,56338,12442,0,0,1,0,0,,,,
1438160,1182192,2637,0,0,1,0,0,,,,
1442660,68587,7251,0,0,1,0,0,,,,
1443160,905,13990,0,0,1,0,0,,,,
1456236,578411,17612,0,0,1,0,0,,,,
1466047,298479,77788,0,0,0,1,0,,,,
1471457,57036,4238,0,0,1,0,0,,,,
1476722,12855,11171,0,0,1,0,0,,,,
1486424,397817,7032,0,0,1,0,0,,,,
1488134,964243,19609,0,0,1,0,0,,,,
1490988,23897,24967,0,0,0,1,0,,,,
1492430,578411,17612,0,0,1,0,0,,,,
1508454,19563,14662,0,0,1,0,0,,,,
1517372,578411,17622,0,0,1,0,0,,,,
1519006,229044,118258,0,0,0,1,0,,,,
1519734,34218,8062,0,0,1,0,0,,,,
1523500,343238,5034,0,0,1,0,0,,,,
1526940,18511,9255,0,0,1,0,0,,,,
1529374,1917390,3659,0,0,1,0,0,,,,
1532915,4157124,2406,0,0,1,0,0,,,,
1534804,5640,8750,0,0,1,0,0,,,,
1536072,135152,3830,0,0,1,0,0,,,,
1547923,471272,52913,0,0,0,1,0,,,,
1553081,23354,93818,0,0,0,1,0,,,,
1557897,14860,52857,0,0,0,1,0,,,,
1559936,827263,49745,0,0,0,1,0,,,,
1564700,64474,5155,0,0,1,0,0,,,,
1565596,471272,52913,0,0,0,1,0,,,,
1567310,964243,19609,0,0,1,0,0,,,,
1568001,2548,44746,0,0,0,1,0,,,,
1569446,70604,6753,0,0,1,0,0,,,,
1569484,3933332,48102,0,0,0,1,0,,,,
1572687,16587,12279,0,0,1,0,0,,,,
1578470,73070,15143,0,0,1,0,0,,,,
1591171,4023,2271,0,0,1,0,0,,,,
1592592,1849664,17126,0,0,1,0,0,,,,
1597662,90723,2042,0,0,1,0,0,,,,
1602880,5640,8841,0,0,1,0,0,,,,
1611065,104184,5672,0,0,1,0,0,,,,
1613372,168175,50996,0,0,0,1,0,,,,
1615657,161052,3351,0,0,1,0,0,,,,
1619715,1783163,6116,0,0,1,0,0,,,,
1620400,471272,52913,0,0,0,1,0,,,,
1631125,5211833,11375,0,0,1,0,0,,,,
1632798,119963,2997,0,0,1,0,0,,,,
1633168,30587,2942,0,0,1,0,0,,,,
1634163,2455888,7250,0,0,1,0,0,,,,
1637211,369450,3101,0,0,1,0,0,,,,
1639331,444991,42951,0,0,0,1,0,,,,
1639331,444991,42951,0,0,0,1,0,,,,
1642840,918,2976,0,0,1,0,0,,,,
1656484,60783,2837,0,0,1,0,0,,,,
1658650,9360,7681,0,0,1,0,0,,,,
1676794,23153,3613,0,0,1,0,0,,,,
1677104,4174897,5938,0,0,1,0,0,,,,
1678799,36723,11154,0,0,1,0,0,,,,
1687616,45664,5833,0,0,1,0,0,,,,
1688086,57120,3750,0,0,1,0,0,,,,
1690893,13422,3536,0,0,1,0,0,,,,
1691564,12048,4348,0,0,1,0,0,,,,
1693781,53114,40182,0,0,0,1,0,,,,
1695014,168771,5154,0,0,1,0,0,,,,
1695313,1783619,25299,0,0,0,1,0,,,,
1696074,1,13576,0,0,1,0,0,,,,
1700072,45433,10378,0,0,1,0,0,,,,
1705008,940096,798,0,1,0,0,0,,,,
1710070,1033581,8498,0,0,1,0,0,,,,
1710363,12855,15420,0,0,1,0,0,,,,
1715131,1486275,2499,0,0,1,0,0,,,,
1720350,2598,13324,0,0,1,0,0,,,,
1732348,20938,24279,0,0,0,1,0,,,,
1732595,400617,13925,0,0,1,0,0,,,,
1736801,2157640,3990,0,0,1,0,0,,,,
1744204,366904,20049,0,0,0,1,0,,,,
1746250,131874,12002,0,0,1,0,0,,,,
1747445,472495,16296,0,0,1,0,0,,,,
1747517,53114,41696,0,0,0,1,0,,,,
1754931,1002260,19438,0,0,1,0,0,,,,
1755077,119738,5960,0,0,1,0,0,,,,
1759184,157882,4189,0,0,1,0,0,,,,
1766767,19679,44148,0,0,0,1,0,,,,
1768016,169442,3293,0,0,1,0,0,,,,
1768235,23897,8084,0,0,1,0,0,,,,
1769140,14860,59462,0,0,0,1,0,,,,
1777126,102937,57485,0,0,0,1,0,,,,
1781873,247702,8131,0,0,1,0,0,,,,
1793676,366904,20049,0,0,0,1,0,,,,
1796019,52458,3610,0,0,1,0,0,,,,
1796621,278739,3339,0,0,1,0,0,,,,
1804068,9021,32507,0,0,0,1,0,,,,
1810255,62576,5246,0,0,1,0,0,,,,
1812245,502381,15720,0,0,1,0,0,,,,
1816476,106224,187037,0,0,0,1,0,,,,
1820565,16587,13504,0,0,1,0,0,,,,
1821648,1709587,11288,0,0,1,0,0,,,,
1824127,471272,52913,0,0,0,1,0,,,,
1826699,1704458,9430,0,0,1,0,0,,,,
1830167,1585,6714,0,0,1,0,0,,,,
1830783,4244993,4355,0,0,1,0,0,,,,
1832573,50049,13677,0,0,1,0,0,,,,
1834830,1288,51710,0,0,0,1,0,,,,
1838674,12855,16081,0,0,1,0,0,,,,
1838934,23354,107805,0,0,0,1,0,,,,
1843380,237917,3053,0,0,1,0,0,,,,
1844377,544983,11820,0,0,1,0,0,,,,
1844512,1915448,15236,0,0,1,0,0,,,,
1845573,34824,3531,0,0,1,0,0,,,,
1845995,5479925,304,0,1,0,0,0,,,,
1848610,89586,2608,0,0,1,0,0,,,,
1851634,471272,52913,0,0,0,1,0,,,,
1865791,471272,52913,0,0,0,1,0,,,,
1867393,466761,4038,0,0,1,0,0,,,,
1874910,30461,16594,0,0,1,0,0,,,,
1875258,1033581,15804,0,0,1,0,0,,,,
1884252,166661,3987,0,0,1,0,0,,,,
1889164,151019,17981,0,0,1,0,0,,,,
1889698,2564301,9487,0,0,1,0,0,,,,
1892544,30461,20726,0,0,0,1,0,,,,
1892646,471272,52913,0,0,0,1,0,,,,
1899424,6782,17179,0,0,1,0,0,,,,
1901303,4228,7487,0,0,1,0,0,,,,
1902991,102937,74072,0,0,0,1,0,,,,
1905340,2074608,8883,0,0,1,0,0,,,,
1907911,189205,2446,0,0,1,0,0,,,,
1909599,85306,3543,0,0,1,0,0,,,,
1914955,471272,52913,0,0,0,1,0,,,,
1920981,63034,2344,0,0,1,0,0,,,,
1932019,815632,2831,0,0,1,0,0,,,,
1934593,23897,9484,0,0,1,0,0,,,,
1941212,12983,4488,0,0,1,0,0,,,,
1941513,15168,38019,0,0,0,1,0,,,,
1942730,120278,4625,0,0,1,0,0,,,,
1945183,120278,4625,0,0,1,0,0,,,,
1947113,6899,6634,0,0,1,0,0,,,,
1947185,419,33721,0,0,0,1,0,,,,
1951636,471272,52913,0,0,0,1,0,,,,
1952160,87053,5302,0,0,1,0,0,,,,
1959973,44765,10592,0,0,1,0,0,,,,
1974980,23897,10690,0,0,1,0,0,,,,
1975210,471272,52913,0,0,0,1,0,,,,
1975849,429063,22869,0,0,0,1,0,,,,
1978385,471272,52913,0,0,0,1,0,,,,
1979506,471272,52913,0,0,0,1,0,,,,
1980182,23354,113261,0,0,0,1,0,,,,
1982491,471272,52913,0,0,0,1,0,,,,
1985534,471272,52913,0,0,0,1,0,,,,
1988033,471272,52913,0,0,0,1,0,,,,
1994240,24587,13524,0,0,1,0,0,,,,
1999382,151019,17046,0,0,1,0,0,,,,
1999391,121364,2189,0,0,1,0,0,,,,
1999445,121364,2189,0,0,1,0,0,,,,
2007556,34218,8755,0,0,1,0,0,,,,
2010800,471272,52913,0,0,0,1,0,,,,
2014827,2581872,5731,0,0,1,0,0,,,,
2017254,224988,11112,0,0,1,0,0,,,,
2017270,811,24279,0,0,0,1,0,,,,
2017270,9021,36296,0,0,0,1,0,,,,
2019391,471272,52913,0,0,0,1,0,,,,
2020006,158676,7807,0,0,1,0,0,,,,
2022183,445517,52908,0,0,0,1,0,,,,
2023664,120278,4625,0,0,1,0,0,,,,
2024079,471272,52913,0,0,0,1,0,,,,
2024371,471272,52913,0,0,0,1,0,,,,
2025308,52443,16334,0,0,1,0,0,,,,
2026824,471272,52913,0,0,0,1,0,,,,
2027391,12855,17720,0,0,1,0,0,,,,
2027725,471272,52913,0,0,0,1,0,,,,
2031039,471272,52913,0,0,0,1,0,,,,
2037452,3333,32452,0,0,0,1,0,,,,
